code,rank,visa_free_count,year
RO,22,136,2010
RO,26,0,2009
RO,26,115,2008
RO,30,0,2007
RO,34,73,2006
RO,16,174,2022
RO,17,175,2023
RO,13,179,2024
RO,13,177,2025
RU,52,118,2021
RU,47,119,2018
RU,48,117,2020
RU,48,117,2019
RU,51,106,2017
RU,48,105,2016
RU,50,102,2015
RU,38,100,2014
RU,41,95,2013
RU,49,94,2012
RU,49,89,2011
RU,49,83,2010
RU,53,0,2009
RU,53,60,2008
RU,57,0,2007
RU,62,35,2006
RU,46,119,2022
RU,49,118,2023
RU,51,119,2024
RU,43,114,2025
RW,87,61,2021
RW,80,60,2020
RW,87,54,2018
RW,85,51,2017
RW,89,48,2016
RW,92,47,2015
RW,82,46,2014
RW,82,44,2013
RW,90,43,2012
RW,91,39,2011
RW,87,39,2010
RW,78,0,2009
RW,78,34,2008
RW,75,0,2007
RW,73,23,2006
RW,84,57,2019
RW,82,61,2022
RW,83,61,2023
RW,76,66,2024
RW,71,63,2025
WS,43,131,2021
WS,40,129,2018
WS,39,131,2020
WS,39,131,2019
WS,44,114,2017
WS,44,112,2016
WS,45,109,2015
WS,48,85,2014
WS,48,81,2013
WS,57,79,2012
WS,56,78,2011
WS,53,77,2010
WS,46,0,2009
WS,46,69,2008
WS,47,0,2007
WS,49,49,2006
WS,39,131,2022
WS,40,132,2023
WS,42,132,2024
WS,37,129,2025
ST,88,60,2021
ST,79,61,2020
ST,83,58,2018
ST,81,55,2017
ST,83,54,2016
ST,89,50,2015
ST,74,54,2014
ST,76,50,2013
ST,85,48,2012
ST,85,45,2011
ST,83,44,2010
ST,75,0,2009
ST,75,37,2008
ST,74,0,2007
ST,74,22,2006
ST,81,60,2019
ST,83,60,2022
ST,84,60,2023
ST,81,61,2024
ST,73,61,2025
SA,72,79,2021
SA,64,78,2020
SA,70,75,2018
SA,69,68,2017
SA,69,69,2016
SA,75,66,2015
SA,65,65,2014
SA,64,64,2013
SA,74,59,2012
SA,73,58,2011
SA,71,57,2010
SA,70,0,2009
SA,70,42,2008
SA,67,0,2007
SA,65,31,2006
SA,69,74,2019
SA,65,79,2022
SA,65,82,2023
SA,61,89,2024
SA,51,91,2025
SN,92,56,2021
SN,84,56,2020
SN,85,56,2018
SN,83,53,2017
SN,82,55,2016
SN,86,53,2015
SN,71,57,2014
SN,72,55,2013
SN,79,54,2012
SN,79,52,2011
SN,76,51,2010
SN,64,0,2009
SN,64,48,2008
SN,62,0,2007
SN,60,37,2006
SN,86,55,2019
SN,87,56,2022
SN,87,57,2023
SN,84,58,2024
SN,75,59,2025
RS,39,135,2021
RS,39,130,2018
RS,37,134,2020
RS,39,131,2019
RS,43,115,2017
RS,43,115,2016
RS,44,110,2015
RS,35,107,2014
RS,37,104,2013
RS,45,99,2012
RS,43,100,2011
RS,47,88,2010
RS,62,0,2009
RS,62,50,2008
RS,63,0,2007
RS,64,32,2006
RS,36,135,2022
RS,38,136,2023
RS,37,138,2024
RS,32,138,2025
SC,29,152,2021
SC,25,152,2018
SC,29,151,2020
SC,26,151,2019
SC,29,137,2017
SC,31,133,2016
SC,30,129,2015
SC,26,129,2014
SC,28,126,2013
SC,35,122,2012
SC,33,124,2011
SC,38,113,2010
SC,44,0,2009
SC,44,71,2008
SC,45,0,2007
SC,46,52,2006
SC,28,152,2022
SC,29,153,2023
SC,26,156,2024
SC,23,156,2025
SL,85,63,2021
SL,77,63,2020
SL,79,62,2018
SL,81,55,2017
SL,86,51,2016
SL,90,49,2015
SL,65,65,2014
SL,65,63,2013
SL,70,63,2012
SL,68,64,2011
SL,64,65,2010
SL,53,0,2009
SL,53,60,2008
SL,52,0,2007
SL,51,47,2006
SL,79,63,2019
SL,80,63,2022
SL,81,64,2023
SL,75,67,2024
SL,70,65,2025
SG,1,192,2021
SG,2,189,2018
SG,1,190,2019
SG,2,190,2020
SG,4,173,2017
SG,5,173,2016
SG,5,169,2015
SG,5,170,2014
SG,6,167,2013
SG,8,161,2012
SG,9,164,2011
SG,11,155,2010
SG,8,0,2009
SG,8,150,2008
SG,8,0,2007
SG,8,122,2006
SG,1,192,2022
SG,2,192,2023
SG,1,194,2024
SG,1,193,2025
SK,10,182,2021
SK,11,179,2018
SK,11,181,2020
SK,9,181,2019
SK,12,165,2017
SK,11,165,2016
SK,12,161,2015
SK,11,161,2014
SK,12,155,2013
SK,13,154,2012
SK,13,157,2011
SK,17,144,2010
SK,18,0,2009
SK,18,130,2008
SK,20,0,2007
SK,22,97,2006
SK,9,182,2022
SK,10,183,2023
SK,9,186,2024
SK,9,183,2025
SI,11,181,2021
SI,10,180,2018
SI,12,180,2020
SI,10,180,2019
SI,12,165,2017
SI,12,164,2016
SI,13,160,2015
SI,12,160,2014
SI,12,155,2013
SI,16,151,2012
SI,14,156,2011
SI,17,144,2010
SI,14,0,2009
SI,14,139,2008
SI,15,0,2007
SI,17,105,2006
SI,10,181,2022
SI,11,182,2023
SI,9,186,2024
SI,9,183,2025
SB,43,131,2021
SB,39,130,2018
SB,39,131,2020
SB,40,130,2019
SB,42,116,2017
SB,56,86,2016
SB,58,85,2015
SB,47,87,2014
SB,47,84,2013
SB,56,81,2012
SB,55,79,2011
SB,52,78,2010
SB,43,0,2009
SB,43,73,2008
SB,43,0,2007
SB,44,54,2006
SB,39,131,2022
SB,40,132,2023
SB,41,134,2024
SB,34,134,2025
SO,111,34,2021
SO,102,33,2020
SO,105,32,2018
SO,100,30,2017
SO,101,31,2016
SO,108,30,2015
SO,92,32,2014
SO,91,32,2013
SO,102,28,2012
SO,100,28,2011
SO,95,31,2010
SO,87,0,2009
SO,87,25,2008
SO,84,0,2007
SO,81,15,2006
SO,104,31,2019
SO,106,34,2022
SO,104,35,2023
SO,99,36,2024
SO,95,32,2025
ZA,58,103,2021
ZA,52,102,2018
ZA,52,101,2020
ZA,53,100,2019
ZA,55,98,2017
ZA,54,97,2016
ZA,53,95,2015
ZA,41,97,2014
ZA,42,94,2013
ZA,50,93,2012
ZA,47,92,2011
ZA,47,88,2010
ZA,35,0,2009
ZA,35,88,2008
ZA,36,0,2007
ZA,37,65,2006
ZA,51,104,2022
ZA,53,106,2023
ZA,53,108,2024
ZA,45,103,2025
KR,2,190,2021
KR,3,188,2018
KR,2,188,2019
KR,3,189,2020
KR,7,170,2017
KR,6,172,2016
KR,3,171,2015
KR,3,172,2014
KR,7,166,2013
KR,9,160,2012
KR,10,163,2011
KR,13,151,2010
KR,12,0,2009
KR,12,144,2008
KR,11,0,2007
KR,11,115,2006
KR,2,190,2022
KR,2,192,2023
KR,2,193,2024
KR,2,190,2025
SS,104,44,2021
SS,96,43,2020
SS,100,41,2018
SS,96,37,2017
SS,97,38,2016
SS,104,35,2015
SS,88,39,2014
SS,87,39,2013
SS,95,38,2012
SS,98,32,2011
SS,96,30,2010
SS,86,0,2009
SS,86,0,2008
SS,97,42,2019
SS,99,44,2022
SS,98,44,2023
SS,94,46,2024
SS,89,43,2025
ES,3,189,2021
ES,4,187,2018
ES,4,188,2020
ES,4,186,2019
ES,3,174,2017
ES,3,175,2016
ES,4,170,2015
ES,3,172,2014
ES,4,170,2013
ES,5,165,2012
ES,4,170,2011
ES,6,160,2010
ES,4,0,2009
ES,4,154,2008
ES,4,0,2007
ES,4,127,2006
ES,3,189,2022
ES,3,190,2023
ES,1,194,2024
ES,3,189,2025
LK,107,41,2021
LK,97,42,2020
LK,99,42,2018
LK,95,38,2017
LK,96,39,2016
LK,101,38,2015
LK,88,39,2014
LK,88,38,2013
LK,96,37,2012
LK,92,38,2011
LK,84,43,2010
LK,79,0,2009
LK,79,33,2008
LK,76,0,2007
LK,74,22,2006
LK,96,43,2019
LK,102,41,2022
LK,100,42,2023
LK,96,43,2024
LK,90,42,2025
KN,26,157,2021
KN,26,151,2018
KN,25,156,2020
KN,24,154,2019
KN,30,136,2017
KN,32,132,2016
KN,29,131,2015
KN,24,132,2014
KN,24,131,2013
KN,29,128,2012
KN,28,131,2011
KN,31,121,2010
KN,38,0,2009
KN,38,84,2008
KN,39,0,2007
KN,40,62,2006
KN,25,157,2022
KN,26,157,2023
KN,25,157,2024
KN,24,154,2025
LC,33,146,2021
LC,31,146,2018
LC,32,146,2020
LC,31,145,2019
LC,36,127,2017
LC,37,125,2016
LC,37,121,2015
LC,40,98,2014
LC,42,94,2013
LC,50,93,2012
LC,48,91,2011
LC,46,89,2010
LC,38,0,2009
LC,38,84,2008
LC,38,0,2007
LC,39,63,2006
LC,31,146,2022
LC,33,147,2023
LC,32,148,2024
LC,29,146,2025
VC,30,151,2021
VC,32,145,2018
VC,31,148,2020
VC,31,145,2019
VC,36,127,2017
VC,37,125,2016
VC,39,119,2015
VC,43,94,2014
VC,43,92,2013
VC,51,92,2012
VC,48,91,2011
VC,47,88,2010
VC,37,0,2009
VC,37,86,2008
VC,37,0,2007
VC,38,64,2006
VC,29,151,2022
VC,30,152,2023
VC,25,157,2024
VC,23,156,2025
SD,107,41,2021
SD,99,40,2020
SD,102,39,2018
SD,97,36,2017
SD,98,37,2016
SD,104,35,2015
SD,89,38,2014
SD,88,38,2013
SD,97,36,2012
SD,98,32,2011
SD,96,30,2010
SD,86,0,2009
SD,86,26,2008
SD,82,0,2007
SD,79,17,2006
SD,102,37,2019
SD,102,41,2022
SD,100,42,2023
SD,95,45,2024
SD,91,41,2025
SR,74,77,2021
SR,64,78,2020
SR,65,80,2018
SR,65,74,2017
SR,64,74,2016
SR,71,70,2015
SR,59,72,2014
SR,56,72,2013
SR,64,70,2012
SR,66,66,2011
SR,66,63,2010
SR,56,0,2009
SR,56,57,2008
SR,56,0,2007
SR,57,40,2006
SR,65,78,2019
SR,67,77,2022
SR,70,76,2023
SR,64,81,2024
SR,62,78,2025
SZ,75,74,2021
SZ,68,74,2020
SZ,73,71,2018
SZ,71,66,2017
SZ,71,67,2016
SZ,74,67,2015
SZ,61,70,2014
SZ,62,66,2013
SZ,68,66,2012
SZ,69,63,2011
SZ,65,64,2010
SZ,54,0,2009
SZ,54,59,2008
SZ,53,0,2007
SZ,52,46,2006
SZ,70,73,2019
SZ,69,74,2022
SZ,71,75,2023
SZ,66,78,2024
SZ,64,74,2025
SE,5,187,2021
SE,4,187,2018
SE,4,186,2019
SE,6,186,2020
SE,2,175,2017
SE,2,176,2016
SE,2,172,2015
SE,1,174,2014
SE,1,173,2013
SE,2,168,2012
SE,1,173,2011
SE,3,163,2010
SE,3,0,2009
SE,3,155,2008
SE,2,0,2007
SE,2,129,2006
SE,4,188,2022
SE,5,188,2023
SE,2,193,2024
SE,4,188,2025
CH,6,186,2021
CH,6,185,2018
CH,7,185,2020
CH,6,184,2019
CH,5,171,2017
CH,6,172,2016
CH,5,169,2015
CH,5,170,2014
CH,5,168,2013
CH,7,162,2012
CH,7,167,2011
CH,10,156,2010
CH,9,0,2009
CH,9,149,2008
CH,6,0,2007
CH,4,127,2006
CH,6,186,2022
CH,7,186,2023
CH,5,190,2024
CH,5,187,2025
SY,114,29,2021
SY,104,29,2020
SY,105,32,2018
SY,101,29,2017
SY,100,32,2016
SY,106,33,2015
SY,89,38,2014
SY,87,39,2013
SY,96,37,2012
SY,93,37,2011
SY,87,39,2010
SY,82,0,2009
SY,82,30,2008
SY,81,0,2007
SY,80,16,2006
SY,105,29,2019
SY,109,29,2022
SY,107,30,2023
SY,103,29,2024
SY,97,27,2025
TW,34,145,2021
TW,29,148,2018
TW,32,146,2020
TW,31,145,2019
TW,31,134,2017
TW,29,137,2016
TW,30,129,2015
TW,24,132,2014
TW,25,130,2013
TW,36,120,2012
TW,40,111,2011
TW,69,60,2010
TW,54,0,2009
TW,54,59,2008
TW,54,0,2007
TW,55,42,2006
TW,32,145,2022
TW,35,145,2023
TW,35,143,2024
TW,32,138,2025
TJ,90,58,2021
TJ,82,58,2020
TJ,83,58,2018
TJ,83,53,2017
TJ,84,53,2016
TJ,88,51,2015
TJ,75,53,2014
TJ,76,50,2013
TJ,83,50,2012
TJ,81,50,2011
TJ,77,50,2010
TJ,68,0,2009
TJ,68,44,2008
TJ,68,0,2007
TJ,69,27,2006
TJ,84,57,2019
TJ,84,59,2022
TJ,84,60,2023
TJ,81,61,2024
TJ,78,56,2025
TZ,77,72,2021
TZ,71,71,2020
TZ,74,68,2018
TZ,72,65,2017
TZ,72,65,2016
TZ,76,65,2015
TZ,64,66,2014
TZ,63,65,2013
TZ,68,66,2012
TZ,70,62,2011
TZ,68,61,2010
TZ,59,0,2009
TZ,59,54,2008
TZ,57,0,2007
TZ,56,41,2006
TZ,75,68,2019
TZ,71,72,2022
TZ,74,72,2023
TZ,69,73,2024
TZ,67,70,2025
TH,72,79,2021
TH,63,79,2020
TH,68,77,2018
TH,67,71,2017
TH,67,71,2016
TH,73,68,2015
TH,62,69,2014
TH,60,68,2013
TH,69,64,2012
TH,69,63,2011
TH,69,60,2010
TH,61,0,2009
TH,61,52,2008
TH,64,0,2007
TH,67,29,2006
TH,66,77,2019
TH,65,79,2022
TH,68,78,2023
TH,63,82,2024
TH,60,81,2025
TL,62,93,2021
TL,54,98,2018
TL,54,95,2020
TL,55,95,2019
TL,57,0,2017
TL,57,0,2016
TL,89,0,2015
TL,77,0,2014
TL,78,0,2013
TL,89,0,2012
TL,88,0,2011
TL,85,0,2010
TL,75,0,2009
TL,75,0,2008
TL,55,93,2022
TL,58,94,2023
TL,56,96,2024
TL,48,95,2025
TG,94,54,2021
TG,85,55,2020
TG,87,54,2018
TG,83,53,2017
TG,82,55,2016
TG,88,51,2015
TG,74,54,2014
TG,73,53,2013
TG,80,53,2012
TG,80,51,2011
TG,76,51,2010
TG,69,0,2009
TG,69,43,2008
TG,65,0,2007
TG,62,35,2006
TG,86,55,2019
TG,89,54,2022
TG,88,55,2023
TG,83,59,2024
TG,74,60,2025
TO,44,129,2021
TO,44,124,2018
TO,43,125,2020
TO,44,125,2019
TO,47,111,2017
TO,46,110,2016
TO,62,80,2015
TO,50,83,2014
TO,49,80,2013
TO,61,75,2012
TO,60,73,2011
TO,57,72,2010
TO,51,0,2009
TO,51,64,2008
TO,51,0,2007
TO,52,46,2006
TO,40,129,2022
TO,41,130,2023
TO,43,130,2024
TO,37,129,2025
TT,31,150,2021
TT,30,147,2018
TT,30,150,2020
TT,29,148,2019
TT,32,132,2017
TT,34,130,2016
TT,33,126,2015
TT,37,103,2014
TT,39,100,2013
TT,46,98,2012
TT,46,95,2011
TT,45,92,2010
TT,39,0,2009
TT,39,83,2008
TT,37,0,2007
TT,36,66,2006
TT,30,150,2022
TT,31,151,2023
TT,29,151,2024
TT,28,147,2025
TN,78,71,2021
TN,71,71,2020
TN,75,66,2018
TN,73,63,2017
TN,72,65,2016
TN,77,63,2015
TN,66,64,2014
TN,65,63,2013
TN,71,62,2012
TN,69,63,2011
TN,67,62,2010
TN,58,0,2009
TN,58,55,2008
TN,58,0,2007
TN,59,38,2006
TN,75,68,2019
TN,72,71,2022
TN,76,70,2023
TN,71,71,2024
TN,69,67,2025
TR,57,110,2021
TR,51,111,2018
TR,51,111,2020
TR,52,112,2019
TR,52,105,2017
TR,51,102,2016
TR,50,102,2015
TR,38,100,2014
TR,42,94,2013
TR,48,95,2012
TR,48,91,2011
TR,46,89,2010
TR,42,0,2009
TR,42,75,2008
TR,44,0,2007
TR,46,52,2006
TR,50,110,2022
TR,52,110,2023
TR,52,118,2024
TR,43,114,2025
TM,96,52,2021
TM,87,53,2020
TM,88,53,2018
TM,87,49,2017
TM,88,49,2016
TM,92,47,2015
TM,79,49,2014
TM,80,46,2013
TM,87,46,2012
TM,84,46,2011
TM,86,41,2010
TM,74,0,2009
TM,74,38,2008
TM,75,0,2007
TM,77,19,2006
TM,90,51,2019
TM,91,52,2022
TM,90,53,2023
TM,89,52,2024
TM,84,49,2025
TV,45,127,2021
TV,42,127,2018
TV,42,127,2020
TV,42,127,2019
TV,48,110,2017
TV,57,82,2016
TV,59,83,2015
TV,48,85,2014
TV,48,81,2013
TV,59,77,2012
TV,57,76,2011
TV,54,75,2010
TV,45,0,2009
TV,45,70,2008
TV,46,0,2007
TV,48,50,2006
TV,41,127,2022
TV,43,128,2023
TV,44,128,2024
TV,39,127,2025
UG,81,67,2021
UG,73,67,2020
UG,77,64,2018
UG,75,61,2017
UG,77,60,2016
UG,79,61,2015
UG,66,64,2014
UG,65,63,2013
UG,71,62,2012
UG,72,59,2011
UG,70,59,2010
UG,60,0,2009
UG,60,53,2008
UG,59,0,2007
UG,58,39,2006
UG,76,66,2019
UG,76,67,2022
UG,78,67,2023
UG,73,69,2024
UG,69,67,2025
UA,38,136,2021
UA,41,128,2018
UA,41,129,2020
UA,43,126,2019
UA,58,82,2017
UA,58,81,2016
UA,63,79,2015
UA,53,79,2014
UA,52,77,2013
UA,60,76,2012
UA,63,69,2011
UA,65,64,2010
UA,62,0,2009
UA,62,50,2008
UA,63,0,2007
UA,64,32,2006
UA,35,141,2022
UA,36,144,2023
UA,32,148,2024
UA,28,147,2025
AE,16,174,2021
AE,21,161,2018
AE,18,170,2020
AE,15,172,2019
AE,38,121,2017
AE,38,122,2016
AE,42,113,2015
AE,55,77,2014
AE,56,72,2013
AE,64,70,2012
AE,65,67,2011
AE,65,64,2010
AE,61,0,2009
AE,61,52,2008
AE,61,0,2007
AE,62,35,2006
AE,15,175,2022
AE,15,178,2023
AE,11,183,2024
AE,8,184,2025
GB,7,185,2021
GB,5,186,2018
GB,7,185,2020
GB,6,184,2019
GB,4,173,2017
GB,3,175,2016
GB,1,173,2015
GB,1,174,2014
GB,1,173,2013
GB,3,167,2012
GB,3,171,2011
GB,1,166,2010
GB,6,0,2009
GB,6,152,2008
GB,4,0,2007
GB,3,128,2006
GB,6,186,2022
GB,6,187,2023
GB,4,191,2024
GB,6,186,2025
US,7,185,2021
US,5,186,2018
US,7,185,2020
US,6,184,2019
US,5,172,2017
US,4,174,2016
US,2,172,2015
US,1,174,2014
US,2,172,2013
US,4,166,2012
US,5,169,2011
US,7,159,2010
US,3,0,2009
US,3,155,2008
US,2,0,2007
US,1,130,2006
US,6,186,2022
US,7,186,2023
US,7,188,2024
US,10,182,2025
UY,28,153,2021
UY,24,154,2018
UY,28,153,2020
UY,25,153,2019
UY,28,138,2017
UY,29,137,2016
UY,27,134,2015
UY,23,133,2014
UY,23,132,2013
UY,32,125,2012
UY,31,127,2011
UY,34,118,2010
UY,24,0,2009
UY,24,118,2008
UY,22,0,2007
UY,20,99,2006
UY,27,153,2022
UY,29,153,2023
UY,26,156,2024
UY,22,157,2025
UZ,92,56,2021
UZ,83,57,2020
UZ,82,59,2018
UZ,83,53,2017
UZ,85,52,2016
UZ,87,52,2015
UZ,74,54,2014
UZ,74,52,2013
UZ,82,51,2012
UZ,82,49,2011
UZ,80,47,2010
UZ,71,0,2009
UZ,71,41,2008
UZ,71,0,2007
UZ,72,24,2006
UZ,85,56,2019
UZ,86,57,2022
UZ,85,59,2023
UZ,80,62,2024
UZ,72,62,2025
VU,39,135,2021
VU,40,129,2018
VU,40,130,2020
VU,40,130,2019
VU,45,113,2017
VU,46,110,2016
VU,48,106,2015
VU,51,82,2014
VU,50,79,2013
VU,59,77,2012
VU,58,75,2011
VU,55,74,2010
VU,47,0,2009
VU,47,68,2008
VU,49,0,2007
VU,51,47,2006
VU,36,135,2022
VU,56,98,2023
VU,58,94,2024
VU,52,90,2025
VE,44,129,2021
VE,36,138,2018
VE,41,129,2020
VE,38,132,2019
VE,34,129,2017
VE,32,132,2016
VE,30,129,2015
VE,25,131,2014
VE,27,128,2013
VE,34,123,2012
VE,33,124,2011
VE,36,115,2010
VE,28,0,2009
VE,28,111,2008
VE,26,0,2007
VE,25,92,2006
VE,40,129,2022
VE,42,129,2023
VE,46,126,2024
VE,42,119,2025
VN,95,53,2021
VN,86,54,2020
VN,90,51,2018
VN,90,45,2017
VN,90,47,2016
VN,94,45,2015
VN,81,47,2014
VN,81,45,2013
VN,89,44,2012
VN,88,42,2011
VN,84,43,2010
VN,79,0,2009
VN,79,33,2008
VN,78,0,2007
VN,78,18,2006
VN,90,51,2019
VN,89,54,2022
VN,88,55,2023
VN,87,55,2024
VN,83,50,2025
YE,112,33,2021
YE,102,33,2020
YE,103,37,2018
YE,98,35,2017
YE,97,38,2016
YE,100,39,2015
YE,85,43,2014
YE,83,43,2013
YE,92,41,2012
YE,91,39,2011
YE,88,38,2010
YE,82,0,2009
YE,82,30,2008
YE,80,0,2007
YE,78,18,2006
YE,103,33,2019
YE,107,33,2022
YE,105,34,2023
YE,100,35,2024
YE,95,32,2025
ZM,78,71,2021
ZM,71,71,2020
ZM,74,68,2018
ZM,73,63,2017
ZM,74,63,2016
ZM,76,65,2015
ZM,63,67,2014
ZM,62,66,2013
ZM,68,66,2012
ZM,69,63,2011
ZM,65,64,2010
ZM,56,0,2009
ZM,56,57,2008
ZM,54,0,2007
ZM,53,45,2006
ZM,73,70,2019
ZM,72,71,2022
ZM,75,71,2023
ZM,71,71,2024
ZM,69,67,2025
ZW,83,65,2021
ZW,75,65,2020
ZW,77,64,2018
ZW,77,59,2017
ZW,78,59,2016
ZW,82,58,2015
ZW,69,61,2014
ZW,67,60,2013
ZW,75,58,2012
ZW,75,56,2011
ZW,70,59,2010
ZW,61,0,2009
ZW,61,52,2008
ZW,58,0,2007
ZW,56,41,2006
ZW,78,64,2019
ZW,78,65,2022
ZW,79,66,2023
ZW,76,66,2024
ZW,71,63,2025
LI,14,178,2021
LI,12,178,2018
LI,14,178,2020
LI,12,177,2019
LI,12,165,2017
LI,12,164,2016
LI,12,161,2015
LI,11,161,2014
LI,10,159,2013
LI,12,155,2012
LI,12,158,2011
LI,14,147,2010
LI,13,0,2009
LI,13,140,2008
LI,11,0,2007
LI,10,116,2006
LI,13,178,2022
LI,15,178,2023
LI,12,182,2024
LI,11,181,2025
MC,16,174,2021
MC,14,174,2018
MC,15,174,2020
MC,14,173,2019
MC,15,160,2017
MC,16,160,2016
MC,19,151,2015
MC,17,150,2014
MC,17,148,2013
MC,19,147,2012
MC,18,150,2011
MC,21,138,2010
MC,17,0,2009
MC,17,131,2008
MC,16,0,2007
MC,15,108,2006
MC,16,174,2022
MC,18,174,2023
MC,14,178,2024
MC,13,177,2025
SM,21,169,2021
SM,19,168,2018
SM,19,168,2020
SM,19,167,2019
SM,19,155,2017
SM,18,156,2016
SM,17,153,2015
SM,16,151,2014
SM,16,149,2013
SM,21,143,2012
SM,20,148,2011
SM,23,135,2010
SM,15,0,2009
SM,15,134,2008
SM,14,0,2007
SM,14,109,2006
SM,20,169,2022
SM,21,169,2023
SM,18,172,2024
SM,16,170,2025
VA,28,153,2021
VA,29,148,2018
VA,27,154,2020
VA,29,148,2019
VA,31,134,2017
VA,30,134,2016
VA,31,128,2015
VA,25,131,2014
VA,25,130,2013
VA,33,124,2012
VA,32,125,2011
VA,39,112,2010
VA,36,0,2009
VA,33,0,2008
VA,27,153,2022
VA,28,154,2023
VA,25,157,2024
VA,24,154,2025
AD,22,168,2021
AD,19,168,2018
AD,20,167,2020
AD,19,155,2017
AD,22,152,2016
AD,21,149,2015
AD,19,148,2014
AD,18,147,2013
AD,23,140,2012
AD,22,143,2011
AD,27,131,2010
AD,20,0,2009
AD,20,127,2008
AD,20,166,2019
AD,20,0,2007
AD,20,99,2006
AD,21,168,2022
AD,22,168,2023
AD,18,172,2024
AD,15,171,2025
PS,110,37,2021
PS,101,38,2020
PS,102,39,2018
PS,97,36,2017
PS,98,37,2016
PS,105,34,2015
PS,91,35,2014
PS,90,36,2013
PS,100,32,2012
PS,97,33,2011
PS,97,0,2010
PS,97,0,2009
PS,97,0,2008
PS,102,37,2019
PS,105,37,2022
PS,103,38,2023
PS,98,40,2024
PS,93,39,2025
