year,estimate,code
2002,-0.73,MZ
2002,-1.72,MM
2002,0.28,NA
2002,0.83,NR
2002,-0.52,NP
2002,1.71,NL
2002,1.79,NZ
2002,-0.68,NI
2002,-0.65,NE
2002,-1.50,NG
2002,..,NU
2002,-0.58,MK
2002,1.85,NO
2002,0.45,OM
2002,-0.93,PK
2002,0.83,PW
2002,-0.09,PA
2002,-0.75,PG
2002,-1.12,PY
2002,-0.56,PE
2002,-0.39,PH
2002,0.67,PL
2002,1.31,PT
2002,0.95,PR
2002,0.52,QA
2002,-0.27,RO
2002,-0.87,RU
2002,-1.07,RW
2002,..,RE
2002,1.26,WS
2002,0.83,SM
2002,-0.02,SA
2002,0.09,SN
2002,-0.90,RS
2002,0.68,SC
2002,-1.34,SL
2002,1.38,SG
2002,0.29,SK
2002,0.88,SI
2002,0.14,SB
2002,-1.94,SO
2002,0.03,ZA
2002,..,SS
2002,1.23,ES
2002,0.34,LK
2002,0.83,KN
2002,0.83,LC
2002,0.83,VC
2002,-1.32,SD
2002,-0.13,SR
2002,1.84,SE
2002,1.92,CH
2002,-0.56,SY
2002,-0.20,ST
2002,0.86,TW
2002,-1.08,TJ
2002,-0.34,TZ
2002,0.39,TH
2002,-0.84,TL
2002,-0.83,TG
2002,0.83,TO
2002,0.44,TT
2002,-0.17,TN
2002,-1.42,TM
2002,0.83,TV
2002,-0.08,TR
2002,-0.70,UG
2002,-0.84,UA
2002,0.70,AE
2002,1.65,GB
2002,1.52,US
2002,0.67,UY
2002,-1.44,UZ
2002,0.90,VU
2002,-1.16,VE
2002,-0.68,VN
2002,..,VI
2002,-0.35,PS
2002,-1.47,YE
2002,-0.35,ZM
2002,-1.60,ZW
2002,-1.81,AF
2002,-0.31,AL
2002,-0.57,DZ
2002,..,AS
2002,1.42,AD
2002,-1.29,AO
2002,..,AI
2002,0.70,AG
2002,-0.88,AR
2002,0.06,AM
2002,..,AW
2002,1.42,AU
2002,1.54,AT
2002,-0.73,AZ
2002,1.30,BS
2002,0.87,BH
2002,-1.06,BD
2002,1.08,BB
2002,-1.40,BY
2002,1.25,BE
2002,0.15,BZ
2002,-0.57,BJ
2002,1.42,BM
2002,-0.51,BT
2002,-0.09,BO
2002,-0.61,BA
2002,0.90,BW
2002,0.18,BR
2002,1.05,BN
2002,0.53,BG
2002,-0.14,BF
2002,-1.21,BI
2002,-0.20,KH
2002,-1.02,CM
2002,1.53,CA
2002,-0.26,CV
2002,1.42,KY
2002,-0.98,CF
2002,-1.03,TD
2002,1.32,CL
2002,-0.58,CN
2002,-0.02,CO
2002,-1.71,CD
2002,-1.00,CG
2002,..,CK
2002,0.44,CR
2002,0.29,HR
2002,-1.30,CU
2002,1.19,CY
2002,1.11,CZ
2002,-0.42,CI
2002,1.71,DK
2002,-0.67,DJ
2002,0.94,DM
2002,-0.26,DO
2002,-0.73,EC
2002,-0.46,EG
2002,-0.17,SV
2002,-1.49,GQ
2002,-1.21,ER
2002,1.26,EE
2002,-0.26,SZ
2002,-1.23,ET
2002,0.15,FJ
2002,1.82,FI
2002,0.98,FR
2002,0.94,GF
2002,-0.08,GA
2002,-0.53,GM
2002,-0.74,GE
2002,1.51,DE
2002,-0.51,GH
2002,0.95,GR
2002,..,GL
2002,0.46,GD
2002,..,GU
2002,-0.17,GT
2002,-1.11,GN
2002,-0.88,GW
2002,-0.35,GY
2002,-1.09,HT
2002,-0.54,HN
2002,1.68,HK
2002,1.26,HU
2002,1.51,IS
2002,-0.38,IN
2002,-0.74,ID
2002,-1.32,IR
2002,-2.00,IQ
2002,1.72,IE
2002,0.92,IL
2002,0.90,IT
2002,0.24,JM
2002,0.50,JP
2002,0.02,JO
2002,-0.69,KZ
2002,-0.18,KE
2002,..,KI
2002,-1.88,KP
2002,0.75,KR
2002,..,XK
2002,0.33,KW
2002,-0.14,KG
2002,-1.20,LA
2002,0.88,LV
2002,-0.42,LB
2002,-0.46,LS
2002,-1.61,LR
2002,-1.62,LY
2002,1.66,LI
2002,1.08,LT
2002,1.86,LU
2002,0.70,MO
2002,-0.30,MG
2002,-0.53,MW
2002,0.52,MY
2002,0.94,MV
2002,-0.58,ML
2002,1.06,MT
2002,..,MH
2002,0.17,MR
2002,0.30,MU
2002,0.44,MX
2002,..,FM
2002,-0.40,MD
2002,..,MC
2002,-0.10,MN
2002,..,ME
2002,-0.08,MA
2002,-0.41,MZ
2002,-2.06,MM
2002,0.58,NA
2002,..,NR
2002,-0.59,NP
2002,1.82,NL
2002,1.56,NZ
2002,-0.49,NI
2002,-0.77,NE
2002,-1.18,NG
2002,..,NU
2002,-0.16,MK
2002,1.22,NO
2002,0.68,OM
2002,-0.88,PK
2002,..,PW
2002,0.52,PA
2002,-0.60,PG
2002,-0.58,PY
2002,-0.04,PE
2002,-0.16,PH
2002,0.65,PL
2002,1.25,PT
2002,1.18,PR
2002,0.27,QA
2002,0.05,RO
2002,-0.24,RU
2002,-0.95,RW
2002,..,RE
2002,-0.03,WS
2002,..,SM
2002,-0.07,SA
2002,-0.27,SN
2002,-0.64,RS
2002,0.46,SC
2002,-1.35,SL
2002,1.89,SG
2002,0.90,SK
2002,0.85,SI
2002,..,SB
2002,-2.07,SO
2002,0.73,ZA
2002,..,SS
2002,1.33,ES
2002,0.12,LK
2002,..,KN
2002,..,LC
2002,..,VC
2002,-1.28,SD
2002,-0.68,SR
2002,1.59,SE
2002,1.73,CH
2002,-1.02,SY
2002,-0.27,ST
2002,1.01,TW
2002,-1.35,TJ
2002,-0.66,TZ
2002,0.14,TH
2002,-1.23,TL
2002,-0.79,TG
2002,..,TO
2002,0.72,TT
2002,-0.09,TN
2002,-1.67,TM
2002,..,TV
2002,0.06,TR
2002,-0.15,UG
2002,-0.62,UA
2002,1.08,AE
2002,1.71,GB
2002,1.55,US
2002,0.56,UY
2002,-1.51,UZ
2002,..,VU
2002,-0.67,VE
2002,-0.77,VN
2002,..,VI
2002,-0.99,PS
2002,-0.88,YE
2002,-0.76,ZM
2002,-1.80,ZW
2002,-1.43,AF
2002,-0.01,AL
2002,-1.04,DZ
2002,..,AS
2002,1.44,AD
2002,-1.24,AO
2002,..,AI
2002,0.34,AG
2002,0.26,AR
2002,-0.44,AM
2002,..,AW
2002,1.41,AU
2002,1.31,AT
2002,-0.98,AZ
2002,1.19,BS
2002,-0.57,BH
2002,-0.43,BD
2002,1.23,BB
2002,-1.45,BY
2002,1.38,BE
2002,0.80,BZ
2002,0.05,BJ
2002,1.13,BM
2002,-1.29,BT
2002,0.14,BO
2002,-0.09,BA
2002,0.67,BW
2002,0.47,BR
2002,-0.83,BN
2002,0.53,BG
2002,-0.39,BF
2002,-1.16,BI
2002,-0.74,KH
2002,-1.10,CM
2002,1.50,CA
2002,0.69,CV
2002,1.57,KY
2002,-1.00,CF
2002,-0.94,TD
2002,1.09,CL
2002,-1.59,CN
2002,-0.42,CO
2002,-1.61,CD
2002,-0.91,CG
2002,..,CK
2002,1.11,CR
2002,0.56,HR
2002,-1.65,CU
2002,1.12,CY
2002,1.02,CZ
2002,-1.07,CI
2002,1.53,DK
2002,-0.83,DJ
2002,1.11,DM
2002,0.24,DO
2002,-0.04,EC
2002,-1.10,EG
2002,0.12,SV
2002,-1.62,GQ
2002,-1.82,ER
2002,1.07,EE
2002,-1.40,SZ
2002,-1.23,ET
2002,0.03,FJ
2002,1.55,FI
2002,1.15,FR
2002,0.45,GF
2002,-0.53,GA
2002,-0.67,GM
2002,-0.51,GE
2002,1.41,DE
2002,0.03,GH
2002,1.05,GR
2002,..,GL
2002,0.79,GD
2002,..,GU
2002,-0.36,GT
2002,-1.26,GN
2002,-0.66,GW
2002,0.54,GY
2002,-1.18,HT
2002,-0.16,HN
2002,0.19,HK
2002,1.16,HU
2002,1.47,IS
2002,0.43,IN
2002,-0.27,ID
2002,-1.08,IR
2002,-2.05,IQ
2002,1.27,IE
2002,0.59,IL
2002,1.04,IT
2002,0.60,JM
2002,1.01,JP
2002,-0.80,JO
2002,-1.07,KZ
2002,-0.68,KE
2002,1.09,KI
2002,-2.14,KP
2002,0.75,KR
2002,-0.39,XK
2002,-0.36,KW
2002,-1.02,KG
2002,-1.74,LA
2002,0.84,LV
2002,-0.66,LB
2002,0.04,LS
2002,-1.27,LR
2002,-1.82,LY
2002,1.35,LI
2002,0.90,LT
2002,1.41,LU
2002,0.45,MO
2002,-0.15,MG
2002,-0.58,MW
2002,-0.49,MY
2002,-0.84,MV
2002,0.28,ML
2002,1.17,MT
2002,1.23,MH
2002,-0.79,MR
2002,0.79,MU
2002,0.35,MX
2002,1.02,FM
2002,-0.53,MD
2002,1.09,MC
2002,0.38,MN
2002,0.01,ME
2002,-0.47,MA
2002,-0.22,MZ
2002,-2.01,MM
2002,0.25,NA
2002,0.95,NR
2002,-0.80,NP
2002,1.47,NL
2002,1.50,NZ
2002,-0.05,NI
2002,-0.20,NE
2002,-0.63,NG
2002,..,NU
2002,-0.17,MK
2002,1.49,NO
2002,-0.79,OM
2002,-1.11,PK
2002,1.09,PW
2002,0.62,PA
2002,-0.16,PG
2002,-0.46,PY
2002,0.22,PE
2002,0.16,PH
2002,1.09,PL
2002,1.30,PT
2002,1.01,PR
2002,-0.70,QA
2002,0.39,RO
2002,-0.44,RU
2002,-1.51,RW
2002,..,RE
2002,0.76,WS
2002,1.24,SM
2002,-1.70,SA
2002,0.38,SN
2002,0.00,RS
2002,0.11,SC
2002,-0.55,SL
2002,0.06,SG
2002,0.98,SK
2002,1.13,SI
2002,0.39,SB
2002,-1.51,SO
2002,0.66,ZA
2002,..,SS
2002,1.27,ES
2002,-0.09,LK
2002,1.02,KN
2002,1.10,LC
2002,1.02,VC
2002,-1.54,SD
2002,0.49,SR
2002,1.51,SE
2002,1.43,CH
2002,-1.62,SY
2002,0.56,ST
2002,0.97,TW
2002,-1.11,TJ
2002,-0.40,TZ
2002,0.32,TH
2002,0.27,TL
2002,-1.38,TG
2002,-0.02,TO
2002,0.57,TT
2002,-0.96,TN
2002,-1.93,TM
2002,1.18,TV
2002,-0.22,TR
2002,-0.93,UG
2002,-0.52,UA
2002,-0.63,AE
2002,1.28,GB
2002,1.34,US
2002,1.05,UY
2002,-1.81,UZ
2002,0.81,VU
2002,-0.46,VE
2002,-1.45,VN
2002,..,VI
2002,-0.81,PS
2002,-1.16,YE
2002,-0.32,ZM
2002,-1.36,ZW
2003,-1.34,AF
2003,-0.85,AL
2003,-0.72,DZ
2003,..,AS
2003,1.33,AD
2003,-1.34,AO
2003,..,AI
2003,0.85,AG
2003,-0.48,AR
2003,-0.65,AM
2003,..,AW
2003,1.90,AU
2003,1.96,AT
2003,-1.05,AZ
2003,1.41,BS
2003,0.37,BH
2003,-1.54,BD
2003,1.50,BB
2003,-0.54,BY
2003,1.38,BE
2003,-0.10,BZ
2003,-0.58,BJ
2003,1.33,BM
2003,1.09,BT
2003,-0.85,BO
2003,-0.28,BA
2003,1.24,BW
2003,0.09,BR
2003,0.29,BN
2003,-0.09,BG
2003,-0.11,BF
2003,-0.87,BI
2003,-0.99,KH
2003,-0.98,CM
2003,1.93,CA
2003,0.48,CV
2003,1.33,KY
2003,-1.02,CF
2003,-1.47,TD
2003,1.17,CL
2003,-0.40,CN
2003,-0.20,CO
2003,-1.53,CD
2003,-1.09,CG
2003,..,CK
2003,0.52,CR
2003,0.26,HR
2003,0.22,CU
2003,1.19,CY
2003,0.49,CZ
2003,-1.01,CI
2003,2.36,DK
2003,-0.65,DJ
2003,0.85,DM
2003,-0.73,DO
2003,-0.73,EC
2003,-0.53,EG
2003,-0.42,SV
2003,-1.28,GQ
2003,-0.05,ER
2003,0.92,EE
2003,-0.07,SZ
2003,-0.78,ET
2003,0.28,FJ
2003,2.37,FI
2003,1.31,FR
2003,0.85,GF
2003,-0.55,GA
2003,-0.18,GM
2003,-0.65,GE
2003,1.88,DE
2003,-0.31,GH
2003,0.36,GR
2003,..,GL
2003,0.85,GD
2003,..,GU
2003,-0.74,GT
2003,-0.89,GN
2003,-1.13,GW
2003,-0.36,GY
2003,-1.58,HT
2003,-0.97,HN
2003,1.80,HK
2003,0.64,HU
2003,2.23,IS
2003,-0.46,IN
2003,-0.98,ID
2003,-0.31,IR
2003,-1.21,IQ
2003,1.41,IE
2003,1.08,IL
2003,0.48,IT
2003,-0.44,JM
2003,1.17,JP
2003,0.33,JO
2003,-1.03,KZ
2003,-0.96,KE
2003,..,KI
2003,-1.43,KP
2003,0.54,KR
2003,-0.50,XK
2003,0.77,KW
2003,-1.03,KG
2003,-0.87,LA
2003,0.24,LV
2003,-0.61,LB
2003,-0.17,LS
2003,-1.15,LR
2003,-0.89,LY
2003,1.33,LI
2003,0.35,LT
2003,1.64,LU
2003,0.85,MO
2003,-0.21,MG
2003,-0.76,MW
2003,0.32,MY
2003,-0.08,MV
2003,-0.74,ML
2003,0.92,MT
2003,..,MH
2003,-0.07,MR
2003,0.19,MU
2003,-0.24,MX
2003,..,FM
2003,-0.88,MD
2003,..,MC
2003,-0.22,MN
2003,-0.41,ME
2003,-0.32,MA
2003,-0.64,MZ
2003,-1.47,MM
2003,0.19,NA
2003,..,NR
2003,-0.59,NP
2003,2.00,NL
2003,2.28,NZ
2003,-0.54,NI
2003,-0.92,NE
2003,-1.42,NG
2003,..,NU
2003,-0.65,MK
2003,2.01,NO
2003,0.56,OM
2003,-0.80,PK
2003,..,PW
2003,-0.40,PA
2003,-0.81,PG
2003,-1.44,PY
2003,-0.15,PE
2003,-0.64,PH
2003,0.40,PL
2003,1.12,PT
2003,1.33,PR
2003,0.51,QA
2003,-0.41,RO
2003,-0.78,RU
2003,-0.59,RW
2003,..,RE
2003,-0.10,WS
2003,..,SM
2003,-0.17,SA
2003,-0.14,SN
2003,-0.49,RS
2003,0.79,SC
2003,-0.89,SL
2003,2.17,SG
2003,0.28,SK
2003,0.90,SI
2003,0.21,SB
2003,-1.47,SO
2003,0.28,ZA
2003,..,SS
2003,1.35,ES
2003,-0.27,LK
2003,..,KN
2003,..,LC
2003,..,VC
2003,-1.17,SD
2003,0.31,SR
2003,2.15,SE
2003,2.01,CH
2003,-0.80,SY
2003,-0.11,ST
2003,0.81,TW
2003,-1.15,TJ
2003,-0.73,TZ
2003,-0.20,TH
2003,-0.25,TL
2003,-0.90,TG
2003,..,TO
2003,0.06,TT
2003,0.12,TN
2003,-1.02,TM
2003,..,TV
2003,-0.21,TR
2003,-0.95,UG
2003,-0.97,UA
2003,0.83,AE
2003,1.98,GB
2003,1.70,US
2003,1.10,UY
2003,-0.91,UZ
2003,0.26,VU
2003,-1.07,VE
2003,-0.49,VN
2003,..,VI
2003,-0.38,PS
2003,-1.00,YE
2003,-0.64,ZM
2003,-1.19,ZW
2003,-1.18,AF
2003,-0.56,AL
2003,-0.67,DZ
2003,..,AS
2003,1.35,AD
2003,-1.12,AO
2003,..,AI
2003,0.58,AG
2003,-0.03,AR
2003,-0.20,AM
2003,..,AW
2003,1.77,AU
2003,1.93,AT
2003,-0.93,AZ
2003,1.22,BS
2003,0.41,BH
2003,-0.84,BD
2003,1.35,BB
2003,-1.05,BY
2003,1.87,BE
2003,0.32,BZ
2003,-0.56,BJ
2003,1.09,BM
2003,0.58,BT
2003,-0.38,BO
2003,-0.88,BA
2003,0.62,BW
2003,0.08,BR
2003,0.69,BN
2003,0.03,BG
2003,-0.81,BF
2003,-1.49,BI
2003,-0.92,KH
2003,-0.84,CM
2003,1.92,CA
2003,-0.28,CV
2003,1.35,KY
2003,-1.20,CF
2003,-1.17,TD
2003,1.10,CL
2003,-0.15,CN
2003,-0.22,CO
2003,-1.71,CD
2003,-1.19,CG
2003,..,CK
2003,0.21,CR
2003,0.32,HR
2003,-0.35,CU
2003,1.12,CY
2003,0.85,CZ
2003,-1.13,CI
2003,2.09,DK
2003,-0.71,DJ
2003,0.83,DM
2003,-0.56,DO
2003,-0.94,EC
2003,-0.39,EG
2003,-0.46,SV
2003,-1.11,GQ
2003,-0.84,ER
2003,0.88,EE
2003,-0.71,SZ
2003,-1.07,ET
2003,0.06,FJ
2003,2.19,FI
2003,1.65,FR
2003,0.83,GF
2003,-0.43,GA
2003,-0.42,GM
2003,-0.20,GE
2003,1.36,DE
2003,-0.29,GH
2003,0.70,GR
2003,..,GL
2003,0.58,GD
2003,..,GU
2003,-0.57,GT
2003,-0.77,GN
2003,-1.19,GW
2003,-0.02,GY
2003,-1.48,HT
2003,-0.76,HN
2003,1.59,HK
2003,0.83,HU
2003,2.04,IS
2003,-0.14,IN
2003,-0.60,ID
2003,-0.57,IR
2003,-1.75,IQ
2003,1.50,IE
2003,1.14,IL
2003,0.74,IT
2003,-0.02,JM
2003,1.16,JP
2003,0.14,JO
2003,-0.77,KZ
2003,-0.71,KE
2003,..,KI
2003,-1.83,KP
2003,0.79,KR
2003,..,XK
2003,0.07,KW
2003,-0.56,KG
2003,-1.01,LA
2003,0.60,LV
2003,-0.15,LB
2003,0.05,LS
2003,-1.42,LR
2003,-0.93,LY
2003,1.61,LI
2003,0.73,LT
2003,1.86,LU
2003,1.35,MO
2003,-0.42,MG
2003,-0.78,MW
2003,1.04,MY
2003,0.58,MV
2003,-0.72,ML
2003,0.88,MT
2003,..,MH
2003,-0.20,MR
2003,0.74,MU
2003,0.13,MX
2003,..,FM
2003,-0.67,MD
2003,..,MC
2003,-0.21,MN
2003,..,ME
2003,-0.22,MA
2003,-0.54,MZ
2003,-1.29,MM
2003,0.25,NA
2003,..,NR
2003,-0.80,NP
2003,1.95,NL
2003,1.76,NZ
2003,-0.79,NI
2003,-0.65,NE
2003,-0.92,NG
2003,..,NU
2003,-0.41,MK
2003,1.83,NO
2003,0.44,OM
2003,-0.59,PK
2003,..,PW
2003,-0.11,PA
2003,-0.53,PG
2003,-1.00,PY
2003,-0.59,PE
2003,-0.15,PH
2003,0.51,PL
2003,1.11,PT
2003,1.09,PR
2003,0.44,QA
2003,-0.28,RO
2003,-0.50,RU
2003,-1.04,RW
2003,..,RE
2003,0.32,WS
2003,..,SM
2003,-0.37,SA
2003,-0.39,SN
2003,-0.67,RS
2003,0.58,SC
2003,-1.33,SL
2003,1.93,SG
2003,0.67,SK
2003,0.90,SI
2003,..,SB
2003,-1.90,SO
2003,0.60,ZA
2003,..,SS
2003,1.82,ES
2003,-0.27,LK
2003,..,KN
2003,..,LC
2003,..,VC
2003,-1.22,SD
2003,-0.16,SR
2003,2.02,SE
2003,1.75,CH
2003,-1.14,SY
2003,-0.45,ST
2003,0.92,TW
2003,-1.14,TJ
2003,-0.50,TZ
2003,0.31,TH
2003,-0.97,TL
2003,-1.29,TG
2003,..,TO
2003,0.47,TT
2003,0.47,TN
2003,-1.42,TM
2003,..,TV
2003,0.03,TR
2003,-0.45,UG
2003,-0.67,UA
2003,0.54,AE
2003,1.75,GB
2003,1.54,US
2003,0.46,UY
2003,-1.19,UZ
2003,..,VU
2003,-0.96,VE
2003,-0.40,VN
2003,..,VI
2003,-1.23,PS
2003,-0.86,YE
2003,-1.01,ZM
2003,-0.94,ZW
2003,-2.20,AF
2003,-0.31,AL
2003,-1.75,DZ
2003,..,AS
2003,1.47,AD
2003,-1.01,AO
2003,..,AI
2003,0.87,AG
2003,-0.36,AR
2003,0.24,AM
2003,..,AW
2003,0.88,AU
2003,0.96,AT
2003,-0.95,AZ
2003,0.83,BS
2003,0.48,BH
2003,-1.12,BD
2003,0.92,BB
2003,0.69,BY
2003,0.86,BE
2003,0.49,BZ
2003,0.68,BJ
2003,0.85,BM
2003,0.92,BT
2003,-0.83,BO
2003,-0.41,BA
2003,1.10,BW
2003,0.00,BR
2003,1.14,BN
2003,0.17,BG
2003,0.07,BF
2003,-2.24,BI
2003,-0.65,KH
2003,-0.43,CM
2003,1.05,CA
2003,0.92,CV
2003,0.85,KY
2003,-1.54,CF
2003,-1.37,TD
2003,0.76,CL
2003,-0.57,CN
2003,-2.38,CO
2003,-2.03,CD
2003,-1.17,CG
2003,..,CK
2003,0.60,CR
2003,0.56,HR
2003,0.32,CU
2003,0.53,CY
2003,0.89,CZ
2003,-1.80,CI
2003,1.20,DK
2003,-0.91,DJ
2003,0.67,DM
2003,-0.42,DO
2003,-0.96,EC
2003,-0.64,EG
2003,-0.18,SV
2003,0.11,GQ
2003,-0.72,ER
2003,0.89,EE
2003,0.07,SZ
2003,-1.41,ET
2003,0.45,FJ
2003,1.69,FI
2003,0.18,FR
2003,0.31,GF
2003,0.30,GA
2003,0.32,GM
2003,-1.30,GE
2003,0.58,DE
2003,0.03,GH
2003,0.48,GR
2003,..,GL
2003,0.89,GD
2003,..,GU
2003,-0.77,GT
2003,-0.79,GN
2003,-0.49,GW
2003,-0.44,GY
2003,-1.32,HT
2003,-0.38,HN
2003,0.95,HK
2003,1.13,HU
2003,1.52,IS
2003,-1.51,IN
2003,-2.10,ID
2003,-0.78,IR
2003,-2.39,IQ
2003,1.35,IE
2003,-1.52,IL
2003,0.43,IT
2003,-0.38,JM
2003,1.03,JP
2003,-0.07,JO
2003,0.36,KZ
2003,-1.26,KE
2003,1.17,KI
2003,0.22,KP
2003,0.25,KR
2003,..,XK
2003,0.29,KW
2003,-1.10,KG
2003,-1.23,LA
2003,1.00,LV
2003,-0.46,LB
2003,0.10,LS
2003,-2.16,LR
2003,0.12,LY
2003,1.47,LI
2003,1.05,LT
2003,1.44,LU
2003,1.12,MO
2003,0.62,MG
2003,0.04,MW
2003,0.49,MY
2003,1.03,MV
2003,0.26,ML
2003,1.55,MT
2003,1.17,MH
2003,0.06,MR
2003,1.01,MU
2003,-0.12,MX
2003,0.63,FM
2003,-0.13,MD
2003,1.17,MC
2003,0.96,MN
2003,..,ME
2003,-0.41,MA
2003,0.25,MZ
2003,-1.15,MM
2003,0.48,NA
2003,1.17,NR
2003,-1.89,NP
2003,1.16,NL
2003,1.19,NZ
2003,-0.37,NI
2003,0.04,NE
2003,-1.64,NG
2003,..,NU
2003,-0.99,MK
2003,1.20,NO
2003,1.06,OM
2003,-1.55,PK
2003,1.17,PW
2003,0.07,PA
2003,-0.56,PG
2003,-0.75,PY
2003,-1.16,PE
2003,-1.56,PH
2003,0.58,PL
2003,1.29,PT
2003,0.31,PR
2003,1.19,QA
2003,0.32,RO
2003,-1.19,RU
2003,-1.11,RW
2003,..,RE
2003,1.27,WS
2003,1.17,SM
2003,0.14,SA
2003,-0.25,SN
2003,-0.58,RS
2003,0.65,SC
2003,-1.08,SL
2003,0.88,SG
2003,0.95,SK
2003,1.19,SI
2003,0.36,SB
2003,-2.57,SO
2003,-0.31,ZA
2003,..,SS
2003,-0.05,ES
2003,-0.83,LK
2003,1.17,KN
2003,1.17,LC
2003,0.76,VC
2003,-1.98,SD
2003,0.48,SR
2003,1.34,SE
2003,1.25,CH
2003,0.06,SY
2003,0.26,ST
2003,0.64,TW
2003,-1.10,TJ
2003,-0.86,TZ
2003,-0.15,TH
2003,-0.29,TL
2003,-0.19,TG
2003,0.63,TO
2003,-0.25,TT
2003,0.32,TN
2003,0.05,TM
2003,1.17,TV
2003,-0.77,TR
2003,-1.56,UG
2003,-0.36,UA
2003,0.99,AE
2003,0.27,GB
2003,0.08,US
2003,0.71,UY
2003,-1.30,UZ
2003,0.76,VU
2003,-1.29,VE
2003,0.13,VN
2003,..,VI
2003,-1.27,PS
2003,-1.48,YE
2003,0.22,ZM
2003,-1.09,ZW
2003,-1.56,AF
2003,-0.72,AL
2003,-0.61,DZ
2003,..,AS
2003,1.06,AD
2003,-1.48,AO
2003,..,AI
2003,1.04,AG
2003,-0.78,AR
2003,-0.30,AM
2003,..,AW
2003,1.84,AU
2003,1.85,AT
2003,-0.88,AZ
2003,1.42,BS
2003,0.59,BH
2003,-1.15,BD
2003,1.52,BB
2003,-1.07,BY
2003,1.33,BE
2003,0.19,BZ
2003,-0.43,BJ
2003,1.23,BM
2003,0.14,BT
2003,-0.47,BO
2003,-0.62,BA
2003,0.67,BW
2003,-0.37,BR
2003,0.56,BN
2003,-0.17,BG
2003,-0.62,BF
2003,-1.48,BI
2003,-1.16,KH
2003,-1.16,CM
2003,1.70,CA
2003,0.26,CV
2003,1.23,KY
2003,-1.43,CF
2003,-1.52,TD
2003,1.18,CL
2003,-0.55,CN
2003,-0.74,CO
2003,-1.85,CD
2003,-1.27,CG
2003,..,CK
2003,0.53,CR
2003,-0.05,HR
2003,-1.22,CU
2003,0.94,CY
2003,0.87,CZ
2003,-1.36,CI
2003,1.92,DK
2003,-0.88,DJ
2003,0.80,DM
2003,-0.64,DO
2003,-0.78,EC
2003,0.00,EG
2003,-0.52,SV
2003,-1.23,GQ
2003,-0.82,ER
2003,0.77,EE
2003,-0.61,SZ
2003,-0.83,ET
2003,0.01,FJ
2003,1.96,FI
2003,1.33,FR
2003,0.97,GF
2003,-0.41,GA
2003,0.16,GM
2003,-0.91,GE
2003,1.64,DE
2003,0.01,GH
2003,0.79,GR
2003,..,GL
2003,0.34,GD
2003,..,GU
2003,-1.10,GT
2003,-1.15,GN
2003,-1.23,GW
2003,-0.58,GY
2003,-1.74,HT
2003,-0.94,HN
2003,1.54,HK
2003,0.81,HU
2003,1.92,IS
2003,0.12,IN
2003,-0.86,ID
2003,-0.68,IR
2003,-1.64,IQ
2003,1.48,IE
2003,0.91,IL
2003,0.69,IT
2003,-0.50,JM
2003,1.16,JP
2003,0.32,JO
2003,-1.10,KZ
2003,-0.92,KE
2003,0.83,KI
2003,-1.17,KP
2003,0.80,KR
2003,-0.83,XK
2003,0.55,KW
2003,-0.76,KG
2003,-1.38,LA
2003,0.58,LV
2003,-0.35,LB
2003,0.08,LS
2003,-1.53,LR
2003,-0.91,LY
2003,1.27,LI
2003,0.49,LT
2003,1.83,LU
2003,1.23,MO
2003,-0.25,MG
2003,-0.18,MW
2003,0.47,MY
2003,0.08,MV
2003,0.03,ML
2003,1.54,MT
2003,0.83,MH
2003,-0.62,MR
2003,0.92,MU
2003,-0.38,MX
2003,0.83,FM
2003,-0.54,MD
2003,0.83,MC
2003,0.30,MN
2003,-0.18,ME
2003,-0.11,MA
2003,-0.70,MZ
2003,-1.70,MM
2003,0.29,NA
2003,0.83,NR
2003,-0.61,NP
2003,1.71,NL
2003,1.85,NZ
2003,-0.56,NI
2003,-0.52,NE
2003,-1.51,NG
2003,..,NU
2003,-0.51,MK
2003,1.88,NO
2003,0.47,OM
2003,-0.92,PK
2003,0.83,PW
2003,-0.14,PA
2003,-0.95,PG
2003,-1.05,PY
2003,-0.59,PE
2003,-0.55,PH
2003,0.51,PL
2003,1.28,PT
2003,0.70,PR
2003,0.42,QA
2003,-0.21,RO
2003,-0.96,RU
2003,-0.96,RW
2003,..,RE
2003,1.27,WS
2003,0.83,SM
2003,0.11,SA
2003,-0.05,SN
2003,-0.90,RS
2003,0.76,SC
2003,-1.19,SL
2003,1.54,SG
2003,0.33,SK
2003,0.85,SI
2003,0.21,SB
2003,-2.05,SO
2003,0.04,ZA
2003,..,SS
2003,1.25,ES
2003,0.24,LK
2003,0.83,KN
2003,0.83,LC
2003,0.83,VC
2003,-1.56,SD
2003,-0.05,SR
2003,1.89,SE
2003,1.90,CH
2003,-0.48,SY
2003,-0.22,ST
2003,0.95,TW
2003,-1.07,TJ
2003,-0.31,TZ
2003,0.15,TH
2003,-0.43,TL
2003,-0.96,TG
2003,-0.17,TO
2003,0.23,TT
2003,-0.19,TN
2003,-1.32,TM
2003,0.83,TV
2003,0.10,TR
2003,-0.54,UG
2003,-0.82,UA
2003,0.54,AE
2003,1.67,GB
2003,1.55,US
2003,0.66,UY
2003,-1.25,UZ
2003,0.91,VU
2003,-1.34,VE
2003,-0.64,VN
2003,..,VI
2003,-0.11,PS
2003,-1.26,YE
2003,-0.38,ZM
2003,-1.61,ZW
2003,-1.46,AF
2003,-0.49,AL
2003,-0.48,DZ
2003,..,AS
