year,estimate,code
2013,0.97,KN
2013,0.77,LC
2013,0.96,VC
2013,-1.28,SD
2013,-0.05,SR
2013,1.95,SE
2013,1.80,CH
2013,-1.41,SY
2013,-0.77,ST
2013,1.04,TW
2013,-1.26,TJ
2013,-0.48,TZ
2013,-0.14,TH
2013,-1.21,TL
2013,-0.98,TG
2013,0.02,TO
2013,-0.20,TT
2013,-0.18,TN
2013,-1.36,TM
2013,0.59,TV
2013,0.00,TR
2013,-0.35,UG
2013,-0.84,UA
2013,0.61,AE
2013,1.69,GB
2013,1.55,US
2013,0.58,UY
2013,-1.24,UZ
2013,0.37,VU
2013,-1.79,VE
2013,-0.52,VN
2013,0.84,VI
2013,-0.40,PS
2013,-1.19,YE
2013,-0.26,ZM
2013,-1.59,ZW
2013,-1.19,AF
2013,0.25,AL
2013,-1.14,DZ
2013,0.36,AS
2013,1.56,AD
2013,-1.04,AO
2013,1.32,AI
2013,0.60,AG
2013,-0.93,AR
2013,0.24,AM
2013,1.42,AW
2013,1.79,AU
2013,1.48,AT
2013,-0.43,AZ
2013,0.19,BS
2013,0.60,BH
2013,-0.92,BD
2013,0.45,BB
2013,-1.16,BY
2013,1.28,BE
2013,-0.45,BZ
2013,-0.42,BJ
2013,1.32,BM
2013,-1.09,BT
2013,-0.79,BO
2013,-0.07,BA
2013,0.64,BW
2013,0.15,BR
2013,1.10,BN
2013,0.55,BG
2013,-0.20,BF
2013,-0.90,BI
2013,-0.35,KH
2013,-0.96,CM
2013,1.73,CA
2013,-0.12,CV
2013,1.11,KY
2013,-1.17,CF
2013,-1.01,TD
2013,1.48,CL
2013,-0.33,CN
2013,0.34,CO
2013,-1.26,CD
2013,-1.35,CG
2013,-1.16,CK
2013,0.75,CR
2013,0.37,HR
2013,-1.58,CU
2013,0.91,CY
2013,1.08,CZ
2013,-0.75,CI
2013,1.80,DK
2013,-0.54,DJ
2013,0.29,DM
2013,-0.02,DO
2013,-0.84,EC
2013,-0.56,EG
2013,0.23,SV
2013,-1.54,GQ
2013,-2.23,ER
2013,1.44,EE
2013,-0.15,SZ
2013,-1.14,ET
2013,-0.53,FJ
2013,1.84,FI
2013,1.15,FR
2013,1.28,GF
2013,-0.61,GA
2013,-0.38,GM
2013,0.73,GE
2013,1.54,DE
2013,0.06,GH
2013,0.63,GR
2013,1.39,GL
2013,0.25,GD
2013,0.60,GU
2013,-0.29,GT
2013,-1.02,GN
2013,-1.29,GW
2013,-0.61,GY
2013,-0.94,HT
2013,-0.20,HN
2013,1.92,HK
2013,0.90,HU
2013,1.13,IS
2013,-0.48,IN
2013,-0.12,ID
2013,-1.49,IR
2013,-1.13,IQ
2013,1.57,IE
2013,1.16,IL
2013,0.78,IT
2013,0.18,JM
2013,1.11,JP
2013,0.17,JO
2013,-0.38,KZ
2013,-0.33,KE
2013,-1.35,KI
2013,-2.52,KP
2013,0.99,KR
2013,-0.04,XK
2013,-0.07,KW
2013,-0.33,KG
2013,-0.86,LA
2013,1.04,LV
2013,-0.08,LB
2013,-0.38,LS
2013,-0.92,LR
2013,-1.75,LY
2013,1.57,LI
2013,1.15,LT
2013,1.77,LU
2013,1.34,MO
2013,-0.66,MG
2013,-0.68,MW
2013,0.57,MY
2013,-0.46,MV
2013,-0.52,ML
2013,1.29,MT
2013,-1.11,MH
2013,-0.67,MR
2013,0.89,MU
2013,0.42,MX
2013,-0.94,FM
2013,-0.09,MD
2013,..,MC
2013,-0.33,MN
2013,0.09,ME
2013,-0.09,MA
2013,-0.42,MZ
2013,-1.50,MM
2013,0.16,NA
2013,-1.38,NR
2013,-0.86,NP
2013,1.76,NL
2013,1.82,NZ
2013,-0.31,NI
2013,-0.58,NE
2013,-0.68,NG
2013,-0.92,NU
2013,0.25,MK
2013,1.66,NO
2013,0.47,OM
2013,-0.71,PK
2013,-0.99,PW
2013,0.45,PA
2013,-0.52,PG
2013,-0.25,PY
2013,0.41,PE
2013,0.02,PH
2013,1.05,PL
2013,0.80,PT
2013,0.85,PR
2013,0.74,QA
2013,0.63,RO
2013,-0.36,RU
2013,-0.03,RW
2013,1.08,RE
2013,-0.27,WS
2013,..,SM
2013,0.08,SA
2013,-0.07,SN
2013,-0.06,RS
2013,-0.11,SC
2013,-0.72,SL
2013,1.96,SG
2013,0.93,SK
2013,0.62,SI
2013,-1.11,SB
2013,-2.21,SO
2013,0.38,ZA
2013,-1.52,SS
2013,0.93,ES
2013,-0.17,LK
2013,1.08,KN
2013,0.29,LC
2013,0.32,VC
2013,-1.46,SD
2013,-0.45,SR
2013,1.90,SE
2013,1.62,CH
2013,-1.55,SY
2013,-0.81,ST
2013,1.14,TW
2013,-1.07,TJ
2013,-0.35,TZ
2013,0.13,TH
2013,-0.99,TL
2013,-0.94,TG
2013,-0.66,TO
2013,0.21,TT
2013,-0.29,TN
2013,-2.13,TM
2013,-1.31,TV
2013,0.46,TR
2013,-0.28,UG
2013,-0.59,UA
2013,0.77,AE
2013,1.76,GB
2013,1.26,US
2013,0.72,UY
2013,-1.60,UZ
2013,-0.54,VU
2013,-1.53,VE
2013,-0.65,VN
2013,0.60,VI
2013,0.12,PS
2013,-0.74,YE
2013,-0.49,ZM
2013,-1.85,ZW
2013,-1.24,AF
2013,0.05,AL
2013,-0.89,DZ
2013,1.00,AS
2013,1.41,AD
2013,-1.11,AO
2013,1.00,AI
2013,0.62,AG
2013,0.28,AR
2013,-0.59,AM
2013,1.28,AW
2013,1.44,AU
2013,1.46,AT
2013,-1.40,AZ
2013,0.92,BS
2013,-1.32,BH
2013,-0.41,BD
2013,1.14,BB
2013,-1.54,BY
2013,1.37,BE
2013,0.71,BZ
2013,0.16,BJ
2013,1.00,BM
2013,-0.16,BT
2013,-0.07,BO
2013,-0.12,BA
2013,0.49,BW
2013,0.42,BR
2013,-0.51,BN
2013,0.34,BG
2013,-0.26,BF
2013,-0.95,BI
2013,-0.98,KH
2013,-1.04,CM
2013,1.45,CA
2013,0.92,CV
2013,0.55,KY
2013,-1.47,CF
2013,-1.37,TD
2013,1.11,CL
2013,-1.63,CN
2013,-0.08,CO
2013,-1.46,CD
2013,-1.12,CG
2013,-0.46,CK
2013,1.08,CR
2013,0.51,HR
2013,-1.48,CU
2013,0.98,CY
2013,0.98,CZ
2013,-0.75,CI
2013,1.67,DK
2013,-1.47,DJ
2013,0.97,DM
2013,0.12,DO
2013,-0.25,EC
2013,-1.05,EG
2013,-0.01,SV
2013,-1.97,GQ
2013,-2.20,ER
2013,1.12,EE
2013,-1.26,SZ
2013,-1.31,ET
2013,-0.91,FJ
2013,1.57,FI
2013,1.22,FR
2013,1.15,GF
2013,-0.86,GA
2013,-1.26,GM
2013,0.14,GE
2013,1.41,DE
2013,0.44,GH
2013,0.69,GR
2013,1.28,GL
2013,0.77,GD
2013,0.78,GU
2013,-0.37,GT
2013,-1.02,GN
2013,-1.34,GW
2013,0.02,GY
2013,-0.75,HT
2013,-0.47,HN
2013,0.73,HK
2013,0.74,HU
2013,1.44,IS
2013,0.43,IN
2013,0.04,ID
2013,-1.61,IR
2013,-1.06,IQ
2013,1.31,IE
2013,0.65,IL
2013,0.95,IT
2013,0.54,JM
2013,1.11,JP
2013,-0.81,JO
2013,-1.24,KZ
2013,-0.21,KE
2013,0.81,KI
2013,-2.25,KP
2013,0.71,KR
2013,-0.25,XK
2013,-0.66,KW
2013,-0.54,KG
2013,-1.65,LA
2013,0.77,LV
2013,-0.41,LB
2013,0.12,LS
2013,-0.39,LR
2013,-0.97,LY
2013,1.49,LI
2013,0.94,LT
2013,1.63,LU
2013,-0.27,MO
2013,-0.76,MG
2013,-0.18,MW
2013,-0.34,MY
2013,-0.45,MV
2013,-0.28,ML
2013,1.16,MT
2013,1.19,MH
2013,-0.96,MR
2013,0.93,MU
2013,0.11,MX
2013,1.00,FM
2013,-0.07,MD
2013,0.82,MC
2013,0.11,MN
2013,0.18,ME
2013,-0.70,MA
2013,-0.26,MZ
2013,-1.46,MM
2013,0.40,NA
2013,1.06,NR
2013,-0.53,NP
2013,1.57,NL
2013,1.61,NZ
2013,-0.46,NI
2013,-0.31,NE
2013,-0.69,NG
2013,-0.46,NU
2013,-0.06,MK
2013,1.74,NO
2013,-1.04,OM
2013,-0.80,PK
2013,1.21,PW
2013,0.42,PA
2013,0.00,PG
2013,-0.10,PY
2013,0.08,PE
2013,0.01,PH
2013,1.00,PL
2013,1.07,PT
2013,0.68,PR
2013,-0.98,QA
2013,0.31,RO
2013,-1.02,RU
2013,-1.21,RW
2013,1.23,RE
2013,0.40,WS
2013,1.20,SM
2013,-1.88,SA
2013,0.06,SN
2013,0.29,RS
2013,0.02,SC
2013,-0.34,SL
2013,0.04,SG
2013,0.96,SK
2013,1.00,SI
2013,0.00,SB
2013,-2.17,SO
2013,0.60,ZA
2013,-1.44,SS
2013,0.99,ES
2013,-0.59,LK
2013,1.12,KN
2013,1.11,LC
2013,1.03,VC
2013,-1.78,SD
2013,0.36,SR
2013,1.66,SE
2013,1.63,CH
2013,-1.84,SY
2013,0.14,ST
2013,0.89,TW
2013,-1.50,TJ
2013,-0.20,TZ
2013,-0.43,TH
2013,0.09,TL
2013,-0.90,TG
2013,0.46,TO
2013,0.48,TT
2013,-0.08,TN
2013,-2.22,TM
2013,0.71,TV
2013,-0.25,TR
2013,-0.55,UG
2013,-0.32,UA
2013,-1.02,AE
2013,1.33,GB
2013,1.10,US
2013,1.09,UY
2013,-1.97,UZ
2013,0.44,VU
2013,-0.95,VE
2013,-1.37,VN
2013,0.78,VI
2013,-0.93,PS
2013,-1.33,YE
2013,-0.11,ZM
2013,-1.39,ZW
2014,-1.36,AF
2014,-0.59,AL
2014,-0.61,DZ
2014,1.22,AS
2014,1.22,AD
2014,-1.46,AO
2014,1.22,AI
2014,0.63,AG
2014,-0.55,AR
2014,-0.57,AM
2014,1.01,AW
2014,1.85,AU
2014,1.47,AT
2014,-1.02,AZ
2014,1.31,BS
2014,0.27,BH
2014,-0.89,BD
2014,1.13,BB
2014,-0.23,BY
2014,1.51,BE
2014,-0.16,BZ
2014,-0.67,BJ
2014,1.22,BM
2014,1.31,BT
2014,-0.63,BO
2014,-0.30,BA
2014,0.81,BW
2014,-0.37,BR
2014,0.53,BN
2014,-0.30,BG
2014,-0.47,BF
2014,-1.27,BI
2014,-1.15,KH
2014,-1.18,CM
2014,1.83,CA
2014,0.97,CV
2014,1.01,KY
2014,-1.17,CF
2014,-1.33,TD
2014,1.44,CL
2014,-0.34,CN
2014,-0.40,CO
2014,-1.32,CD
2014,-1.20,CG
2014,..,CK
2014,0.73,CR
2014,0.20,HR
2014,0.06,CU
2014,1.07,CY
2014,0.43,CZ
2014,-0.42,CI
2014,2.25,DK
2014,-0.60,DJ
2014,0.69,DM
2014,-0.84,DO
2014,-0.74,EC
2014,-0.58,EG
2014,-0.38,SV
2014,-1.54,GQ
2014,-0.89,ER
2014,1.30,EE
2014,-0.26,SZ
2014,-0.45,ET
2014,0.39,FJ
2014,2.16,FI
2014,1.29,FR
2014,1.01,GF
2014,-0.68,GA
2014,-0.69,GM
2014,0.83,GE
2014,1.81,DE
2014,-0.20,GH
2014,-0.14,GR
2014,1.20,GL
2014,0.31,GD
2014,1.22,GU
2014,-0.76,GT
2014,-1.07,GN
2014,-1.56,GW
2014,-0.74,GY
2014,-1.24,HT
2014,-0.79,HN
2014,1.62,HK
2014,0.16,HU
2014,1.82,IS
2014,-0.46,IN
2014,-0.60,ID
2014,-0.63,IR
2014,-1.36,IQ
2014,1.69,IE
2014,0.86,IL
2014,0.01,IT
2014,-0.33,JM
2014,1.69,JP
2014,0.14,JO
2014,-0.83,KZ
2014,-0.94,KE
2014,0.29,KI
2014,-1.30,KP
2014,0.51,KR
2014,-0.49,XK
2014,-0.25,KW
2014,-1.13,KG
2014,-0.85,LA
2014,0.41,LV
2014,-1.04,LB
2014,0.20,LS
2014,-0.78,LR
2014,-1.52,LY
2014,2.08,LI
2014,0.55,LT
2014,2.07,LU
2014,0.84,MO
2014,-0.84,MG
2014,-0.76,MW
2014,0.40,MY
2014,-0.32,MV
2014,-0.75,ML
2014,0.85,MT
2014,-0.01,MH
2014,-0.93,MR
2014,0.32,MU
2014,-0.84,MX
2014,0.81,FM
2014,-0.85,MD
2014,..,MC
2014,-0.47,MN
2014,-0.08,ME
2014,-0.31,MA
2014,-0.67,MZ
2014,-0.88,MM
2014,0.26,NA
2014,-0.48,NR
2014,-0.59,NP
2014,1.96,NL
2014,2.25,NZ
2014,-0.89,NI
2014,-0.70,NE
2014,-1.28,NG
2014,..,NU
2014,-0.03,MK
2014,2.22,NO
2014,0.30,OM
2014,-0.84,PK
2014,-0.48,PW
2014,-0.37,PA
2014,-0.91,PG
2014,-1.01,PY
2014,-0.60,PE
2014,-0.44,PH
2014,0.68,PL
2014,0.91,PT
2014,0.46,PR
2014,0.98,QA
2014,-0.22,RO
2014,-0.92,RU
2014,0.78,RW
2014,0.63,RE
2014,0.36,WS
2014,..,SM
2014,0.08,SA
2014,0.06,SN
2014,-0.25,RS
2014,0.58,SC
2014,-0.95,SL
2014,2.07,SG
2014,0.12,SK
2014,0.72,SI
2014,-0.27,SB
2014,-1.66,SO
2014,-0.13,ZA
2014,-1.61,SS
2014,0.69,ES
2014,-0.35,LK
2014,0.05,KN
2014,0.49,LC
2014,0.69,VC
2014,-1.46,SD
2014,-0.45,SR
2014,2.11,SE
2014,2.15,CH
2014,-1.56,SY
2014,0.01,ST
2014,0.80,TW
2014,-1.13,TJ
2014,-0.76,TZ
2014,-0.48,TH
2014,-0.53,TL
2014,-0.90,TG
2014,-0.27,TO
2014,-0.46,TT
2014,-0.02,TN
2014,-1.18,TM
2014,0.03,TV
2014,-0.13,TR
2014,-1.10,UG
2014,-1.02,UA
2014,1.20,AE
2014,1.75,GB
2014,1.37,US
2014,1.39,UY
2014,-1.19,UZ
2014,0.48,VU
2014,-1.39,VE
2014,-0.44,VN
2014,0.63,VI
2014,-0.28,PS
2014,-1.57,YE
2014,-0.35,ZM
2014,-1.40,ZW
2014,-1.36,AF
2014,-0.05,AL
2014,-0.34,DZ
2014,0.44,AS
2014,1.71,AD
2014,-1.06,AO
2014,0.95,AI
2014,-0.07,AG
2014,-0.11,AR
2014,-0.26,AM
2014,0.89,AW
2014,1.60,AU
2014,1.55,AT
2014,-0.31,AZ
2014,0.73,BS
2014,0.54,BH
2014,-0.78,BD
2014,1.20,BB
2014,-0.49,BY
2014,1.52,BE
2014,-0.54,BZ
2014,-0.49,BJ
2014,0.95,BM
2014,0.29,BT
2014,-0.58,BO
2014,-0.49,BA
2014,0.30,BW
2014,-0.18,BR
2014,1.08,BN
2014,-0.11,BG
2014,-0.59,BF
2014,-1.15,BI
2014,-0.70,KH
2014,-0.81,CM
2014,1.75,CA
2014,0.04,CV
2014,1.18,KY
2014,-1.88,CF
2014,-1.51,TD
2014,1.04,CL
2014,0.35,CN
2014,-0.14,CO
2014,-1.57,CD
2014,-1.13,CG
2014,..,CK
2014,0.36,CR
2014,0.68,HR
2014,-0.04,CU
2014,1.14,CY
2014,1.03,CZ
2014,-0.86,CI
2014,1.78,DK
2014,-1.02,DJ
2014,0.16,DM
2014,-0.46,DO
2014,-0.39,EC
2014,-0.72,EG
2014,-0.03,SV
2014,-1.16,GQ
2014,-1.68,ER
2014,1.01,EE
2014,-0.50,SZ
2014,-0.44,ET
2014,-0.40,FJ
2014,2.03,FI
2014,1.41,FR
2014,1.12,GF
2014,-0.61,GA
2014,-0.72,GM
2014,0.42,GE
2014,1.66,DE
2014,-0.31,GH
2014,0.30,GR
2014,0.92,GL
2014,-0.06,GD
2014,0.44,GU
2014,-0.76,GT
2014,-1.24,GN
2014,-1.64,GW
2014,-0.22,GY
2014,-2.09,HT
2014,-0.81,HN
2014,1.83,HK
2014,0.58,HU
2014,1.49,IS
2014,-0.22,IN
2014,-0.07,ID
2014,-0.44,IR
2014,-1.06,IQ
2014,1.60,IE
2014,1.21,IL
2014,0.47,IT
2014,0.20,JM
2014,1.81,JP
2014,0.13,JO
2014,-0.08,KZ
2014,-0.36,KE
2014,-0.56,KI
2014,-1.64,KP
2014,1.04,KR
2014,-0.29,XK
2014,-0.16,KW
2014,-0.87,KG
2014,-0.42,LA
2014,0.95,LV
2014,-0.26,LB
2014,-0.60,LS
2014,-1.34,LR
2014,-1.52,LY
2014,1.70,LI
2014,0.98,LT
2014,1.65,LU
2014,1.46,MO
2014,-1.32,MG
2014,-0.66,MW
2014,1.15,MY
2014,-0.23,MV
2014,-1.09,ML
2014,1.02,MT
2014,-1.79,MH
2014,-0.99,MR
2014,1.15,MU
2014,0.13,MX
2014,-0.51,FM
2014,-0.42,MD
2014,..,MC
2014,-0.43,MN
2014,0.29,ME
2014,-0.14,MA
2014,-0.74,MZ
2014,-1.30,MM
2014,0.22,NA
2014,-0.56,NR
2014,-0.86,NP
2014,1.84,NL
2014,1.92,NZ
2014,-0.84,NI
2014,-0.71,NE
2014,-1.19,NG
2014,..,NU
2014,0.02,MK
2014,1.82,NO
2014,0.25,OM
2014,-0.76,PK
2014,-0.56,PW
2014,0.28,PA
2014,-0.61,PG
2014,-0.94,PY
2014,-0.33,PE
2014,0.32,PH
2014,0.77,PL
2014,0.98,PT
2014,0.36,PR
2014,0.96,QA
2014,0.22,RO
2014,-0.20,RU
2014,-0.05,RW
2014,0.95,RE
2014,0.59,WS
2014,..,SM
2014,0.19,SA
2014,-0.40,SN
2014,0.00,RS
2014,0.51,SC
2014,-1.25,SL
2014,2.22,SG
2014,0.79,SK
2014,1.00,SI
2014,-1.12,SB
2014,-2.44,SO
2014,0.17,ZA
2014,-2.09,SS
2014,1.17,ES
2014,0.07,LK
2014,-0.07,KN
2014,0.04,LC
2014,0.22,VC
2014,-1.56,SD
2014,-0.18,SR
2014,1.68,SE
2014,2.10,CH
2014,-1.41,SY
2014,-0.87,ST
2014,1.36,TW
2014,-0.79,TJ
2014,-0.66,TZ
2014,0.26,TH
2014,-1.21,TL
2014,-1.27,TG
2014,0.00,TO
2014,0.33,TT
2014,-0.07,TN
2014,-0.53,TM
2014,-0.97,TV
2014,0.39,TR
2014,-0.54,UG
2014,-0.40,UA
2014,1.45,AE
2014,1.62,GB
2014,1.46,US
2014,0.44,UY
2014,-0.64,UZ
2014,-0.52,VU
2014,-1.18,VE
2014,-0.05,VN
2014,1.20,VI
2014,-0.49,PS
2014,-1.44,YE
2014,-0.53,ZM
2014,-1.28,ZW
2014,-2.41,AF
2014,0.49,AL
2014,-1.19,DZ
2014,1.08,AS
2014,1.29,AD
2014,-0.33,AO
2014,1.16,AI
2014,0.98,AG
2014,-0.01,AR
2014,-0.30,AM
2014,1.16,AW
2014,1.03,AU
2014,1.27,AT
2014,-0.56,AZ
2014,0.96,BS
2014,-0.91,BH
2014,-0.90,BD
2014,1.28,BB
2014,0.18,BY
2014,0.70,BE
2014,0.05,BZ
2014,0.03,BJ
2014,0.91,BM
2014,1.07,BT
2014,-0.33,BO
2014,-0.02,BA
2014,1.01,BW
2014,-0.07,BR
2014,1.26,BN
2014,0.08,BG
2014,-0.79,BF
2014,-0.78,BI
2014,0.02,KH
2014,-1.06,CM
2014,1.18,CA
2014,0.35,CV
2014,1.05,KY
2014,-2.70,CF
2014,-1.57,TD
2014,0.45,CL
2014,-0.52,CN
2014,-1.11,CO
2014,-2.17,CD
2014,-0.36,CG
2014,..,CK
2014,0.58,CR
2014,0.62,HR
2014,0.54,CU
2014,0.55,CY
2014,0.99,CZ
2014,-1.04,CI
2014,0.95,DK
2014,-0.77,DJ
2014,1.06,DM
2014,0.15,DO
2014,-0.02,EC
2014,-1.63,EG
2014,-0.02,SV
2014,-0.37,GQ
2014,-0.81,ER
2014,0.78,EE
2014,-0.50,SZ
2014,-1.34,ET
2014,0.55,FJ
2014,1.28,FI
2014,0.30,FR
2014,0.53,GF
2014,0.15,GA
2014,-0.15,GM
2014,-0.32,GE
2014,0.93,DE
2014,-0.11,GH
2014,-0.14,GR
2014,1.92,GL
2014,0.77,GD
2014,0.75,GU
2014,-0.66,GT
2014,-0.96,GN
2014,-0.71,GW
2014,-0.14,GY
2014,-0.64,HT
2014,-0.53,HN
2014,1.15,HK
2014,0.67,HU
2014,1.25,IS
2014,-1.00,IN
2014,-0.42,ID
2014,-0.87,IR
2014,-2.48,IQ
2014,1.05,IE
2014,-1.04,IL
2014,0.46,IT
2014,0.02,JM
2014,0.97,JP
2014,-0.54,JO
2014,0.04,KZ
2014,-1.28,KE
2014,0.80,KI
2014,-1.13,KP
2014,0.11,KR
2014,-0.34,XK
2014,0.15,KW
2014,-0.80,KG
2014,0.50,LA
2014,0.49,LV
2014,-1.70,LB
2014,-0.33,LS
2014,-0.62,LR
2014,-2.35,LY
2014,1.46,LI
2014,0.74,LT
2014,1.38,LU
2014,1.21,MO
2014,-0.56,MG
2014,0.08,MW
2014,0.27,MY
2014,0.68,MV
2014,-1.71,ML
2014,1.13,MT
2014,0.99,MH
2014,-0.59,MR
2014,0.67,MU
2014,-0.85,MX
2014,0.98,FM
2014,-0.16,MD
2014,1.02,MC
2014,0.79,MN
2014,0.22,ME
2014,-0.45,MA
2014,-0.34,MZ
2014,-1.09,MM
2014,0.61,NA
2014,0.60,NR
2014,-0.72,NP
2014,1.05,NL
2014,1.47,NZ
2014,-0.04,NI
2014,-1.18,NE
2014,-2.13,NG
2014,..,NU
2014,0.26,MK
2014,1.12,NO
2014,0.73,OM
2014,-2.40,PK
2014,0.99,PW
2014,0.21,PA
2014,-0.34,PG
2014,-0.09,PY
2014,-0.55,PE
2014,-0.71,PH
2014,0.84,PL
2014,0.81,PT
2014,0.82,PR
2014,0.98,QA
2014,0.05,RO
2014,-0.94,RU
2014,-0.31,RW
2014,0.26,RE
2014,1.12,WS
2014,0.99,SM
2014,-0.29,SA
2014,-0.20,SN
2014,0.18,RS
2014,0.36,SC
2014,-0.10,SL
2014,1.19,SG
2014,1.04,SK
2014,0.97,SI
2014,0.47,SB
2014,-2.52,SO
2014,-0.15,ZA
2014,-2.65,SS
2014,0.24,ES
2014,-0.33,LK
2014,0.57,KN
2014,0.82,LC
2014,0.82,VC
2014,-2.36,SD
2014,0.25,SR
2014,1.07,SE
2014,1.40,CH
2014,-2.75,SY
2014,0.18,ST
2014,0.77,TW
2014,-0.69,TJ
2014,-0.60,TZ
2014,-0.91,TH
2014,-0.18,TL
2014,-0.17,TG
2014,0.85,TO
2014,0.25,TT
2014,-0.85,TN
2014,0.07,TM
2014,1.30,TV
2014,-1.09,TR
2014,-0.94,UG
2014,-2.02,UA
2014,0.77,AE
2014,0.42,GB
2014,0.58,US
2014,0.99,UY
2014,-0.27,UZ
2014,0.64,VU
2014,-0.85,VE
2014,-0.02,VN
2014,1.16,VI
2014,-1.99,PS
2014,-2.67,YE
2014,0.16,ZM
2014,-0.71,ZW
2014,-1.44,AF
2014,-0.31,AL
2014,-0.80,DZ
2014,1.41,AS
2014,1.64,AD
2014,-1.07,AO
2014,0.02,AI
2014,-0.18,AG
2014,-0.87,AR
2014,-0.42,AM
2014,1.04,AW
2014,1.92,AU
2014,1.94,AT
2014,-0.70,AZ
2014,0.66,BS
2014,0.41,BH
2014,-0.78,BD
2014,1.08,BB
2014,-0.82,BY
2014,1.55,BE
2014,-0.81,BZ
2014,-0.49,BJ
2014,0.02,BM
2014,0.42,BT
2014,-1.06,BO
2014,-0.13,BA
2014,0.54,BW
2014,-0.05,BR
2014,0.47,BN
2014,-0.08,BG
2014,-0.55,BF
2014,-0.97,BI
2014,-0.95,KH
2014,-0.90,CM
2014,1.89,CA
2014,0.66,CV
2014,0.59,KY
2014,-1.71,CF
2014,-1.15,TD
2014,1.35,CL
2014,-0.40,CN
2014,-0.25,CO
2014,-1.46,CD
2014,-1.12,CG
2014,..,CK
2014,0.58,CR
2014,0.22,HR
2014,-0.65,CU
2014,1.07,CY
2014,1.14,CZ
2014,-0.59,CI
2014,2.10,DK
2014,-0.88,DJ
2014,0.55,DM
2014,-0.38,DO
2014,-0.97,EC
2014,-0.70,EG
2014,-0.47,SV
2014,-1.32,GQ
2014,-1.57,ER
2014,1.37,EE
2014,-0.31,SZ
2014,-0.47,ET
2014,-0.51,FJ
2014,2.12,FI
2014,1.45,FR
2014,1.06,GF
2014,-0.47,GA
2014,-0.70,GM
2014,0.22,GE
2014,1.85,DE
2014,0.06,GH
2014,0.37,GR
2014,1.73,GL
2014,-0.14,GD
2014,1.41,GU
2014,-0.96,GT
2014,-1.37,GN
2014,-1.34,GW
2014,-0.61,GY
2014,-1.18,HT
2014,-0.94,HN
2014,1.86,HK
2014,0.51,HU
2014,1.70,IS
2014,-0.07,IN
2014,-0.31,ID
2014,-1.05,IR
2014,-1.45,IQ
2014,1.76,IE
2014,1.11,IL
2014,0.42,IT
2014,-0.24,JM
2014,1.60,JP
2014,0.47,JO
2014,-0.61,KZ
2014,-0.41,KE
2014,-0.10,KI
2014,-1.62,KP
2014,1.01,KR
2014,-0.46,XK
2014,0.02,KW
2014,-0.94,KG
2014,-0.76,LA
2014,0.87,LV
2014,-0.72,LB
2014,-0.21,LS
2014,-0.80,LR
2014,-1.39,LY
2014,1.74,LI
2014,0.94,LT
2014,1.90,LU
2014,0.95,MO
2014,-0.74,MG
2014,-0.29,MW
2014,0.52,MY
2014,-0.49,MV
2014,-0.64,ML
2014,1.19,MT
2014,-0.20,MH
2014,-0.87,MR
2014,0.95,MU
2014,-0.41,MX
2014,-0.24,FM
2014,-0.25,MD
2014,..,MC
2014,-0.33,MN
2014,0.01,ME
2014,-0.13,MA
2014,-0.81,MZ
2014,-1.19,MM
2014,0.21,NA
2014,-1.01,NR
2014,-0.65,NP
2014,1.97,NL
2014,2.00,NZ
2014,-0.71,NI
2014,-0.65,NE
2014,-1.06,NG
2014,..,NU
2014,-0.06,MK
2014,2.02,NO
2014,0.49,OM
2014,-0.75,PK
2014,0.28,PW
2014,-0.06,PA
2014,-0.77,PG
2014,-0.60,PY
2014,-0.52,PE
2014,-0.37,PH
2014,0.87,PL
2014,1.12,PT
2014,0.77,PR
2014,0.86,QA
2014,0.24,RO
2014,-0.77,RU
2014,0.07,RW
2014,1.18,RE
2014,0.80,WS
2014,..,SM
2014,0.13,SA
2014,-0.08,SN
2014,-0.09,RS
2014,0.25,SC
2014,-0.94,SL
2014,1.82,SG
2014,0.49,SK
2014,1.00,SI
2014,-0.49,SB
2014,-2.36,SO
2014,0.16,ZA
2014,-1.85,SS
2014,0.97,ES
2014,-0.15,LK
2014,-0.67,KN
2014,0.63,LC
2014,0.61,VC
2014,-1.17,SD
2014,-0.14,SR
2014,1.98,SE
2014,1.99,CH
2014,-1.36,SY
2014,-0.79,ST
2014,1.19,TW
2014,-1.01,TJ
2014,-0.40,TZ
2014,-0.22,TH
2014,-1.11,TL
2014,-0.86,TG
2014,-0.16,TO
2014,-0.11,TT
2014,-0.07,TN
2014,-1.34,TM
2014,0.51,TV
2014,-0.08,TR
2014,-0.39,UG
2014,-0.83,UA
2014,0.65,AE
2014,1.87,GB
2014,1.61,US
2014,0.76,UY
2014,-1.13,UZ
2014,0.23,VU
2014,-1.91,VE
2014,-0.36,VN
2014,0.02,VI
2014,-0.38,PS
2014,-1.20,YE
2014,-0.22,ZM
2014,-1.44,ZW
2014,-1.12,AF
2014,0.28,AL
2014,-1.30,DZ
2014,0.18,AS
2014,0.88,AD
2014,-0.86,AO
2014,0.88,AI
2014,0.53,AG
2014,-1.07,AR
2014,0.16,AM
2014,1.25,AW
2014,1.86,AU
2014,1.48,AT
2014,-0.27,AZ
2014,0.17,BS
2014,0.70,BH
2014,-0.96,BD
2014,0.34,BB
2014,-1.10,BY
2014,1.15,BE
2014,-0.46,BZ
2014,-0.62,BJ
2014,0.88,BM
2014,-1.01,BT
2014,-0.89,BO
