id,code,related_country_code,visa_requirements
8229,SD,NI,visa_required
8230,SD,NE,visa_required
8231,SD,KP,visa_required
8232,SD,MP,visa_required
8233,SD,NO,visa_required
8234,SD,PS,visa_required
8235,SD,PA,visa_required
8236,SD,PG,visa_required
8237,SD,PY,visa_required
8238,SD,PE,visa_required
8239,SD,PH,visa_required
8240,SD,PL,visa_required
8241,SD,PT,visa_required
8242,SD,PR,visa_required
8243,SD,RE,visa_required
8244,SD,RO,visa_required
8245,SD,RU,visa_required
8246,SD,AS,visa_required
8247,SD,SM,visa_required
8248,SD,SA,visa_required
8249,SD,RS,visa_required
8250,SD,SL,visa_required
8251,SD,SK,visa_required
8252,SD,SI,visa_required
8253,SD,SB,visa_required
8254,SD,ZA,visa_required
8255,SD,KR,visa_required
8256,SD,SS,visa_required
8257,SD,ES,visa_required
8258,SD,SH,visa_required
8259,SD,MF,visa_required
8260,SD,SZ,visa_required
8261,SD,SE,visa_required
8262,SD,CH,visa_required
8263,SD,TW,visa_required
8264,SD,TO,visa_required
8265,SD,TT,visa_required
8266,SD,TN,visa_required
8267,SD,TM,visa_required
8268,SD,TC,visa_required
8269,SD,UA,visa_required
8270,SD,GB,visa_required
8271,SD,US,visa_required
8272,SD,UY,visa_required
8273,SD,UZ,visa_required
8274,SD,VU,visa_required
8275,SD,VA,visa_required
8276,SD,VE,visa_required
8277,SD,VG,visa_required
8278,SD,VI,visa_required
8279,SD,YE,visa_required
8280,SD,AU,visa_required
8281,SD,SN,visa_required
8282,SD,KW,visa_required
8283,SD,EC,visa_required
8284,SD,LS,visa_required
8285,SD,AG,visa_online
8286,SD,AZ,visa_online
8287,SD,CO,visa_online
8288,SD,GA,visa_online
8289,SD,GE,visa_online
8290,SD,KG,visa_online
8291,SD,MS,visa_online
8292,SD,OM,visa_online
8293,SD,QA,visa_online
8294,SD,ST,visa_online
8295,SD,TJ,visa_online
8296,SD,TR,visa_online
8297,SD,AE,visa_online
8298,SD,ZM,visa_online
8299,SD,ZW,visa_online
8300,SD,UG,visa_online
8301,SD,AL,visa_online
8302,SD,VN,visa_online
8303,SD,GN,visa_online
8304,SD,ET,visa_online
8305,SD,BW,visa_online
8306,SD,BH,visa_online
8307,SD,CM,visa_online
8308,SD,GQ,visa_online
8309,SD,TG,visa_online
8310,SD,BS,visa_online
8311,SD,TH,visa_online
8312,SD,SG,visa_online
8313,SD,ID,visa_online
8314,SD,PK,visa_online
8315,SD,BF,visa_online
8316,SD,MR,visa_online
8317,SD,CD,visa_online
8318,SD,NG,visa_online
8319,SD,LR,visa_online
8320,SD,CU,visa_online
8321,SD,BD,visa_on_arrival
8322,SD,BI,visa_on_arrival
8323,SD,KH,visa_on_arrival
8324,SD,CV,visa_on_arrival
8325,SD,KM,visa_on_arrival
8326,SD,ER,visa_on_arrival
8327,SD,GW,visa_on_arrival
8328,SD,IR,visa_on_arrival
8329,SD,LA,visa_on_arrival
8330,SD,LB,visa_on_arrival
8331,SD,MO,visa_on_arrival
8332,SD,MV,visa_on_arrival
8333,SD,MZ,visa_on_arrival
8334,SD,NP,visa_on_arrival
8335,SD,PW,visa_on_arrival
8336,SD,WS,visa_on_arrival
8337,SD,SO,visa_on_arrival
8338,SD,LC,visa_on_arrival
8339,SD,TZ,visa_on_arrival
8340,SD,TL,visa_on_arrival
8341,SD,TV,visa_on_arrival
8342,SD,DJ,visa_on_arrival
8343,SD,BJ,visa_free_access
8344,SD,CK,visa_free_access
8345,SD,DM,visa_free_access
8346,SD,GM,visa_free_access
8347,SD,HT,visa_free_access
8348,SD,MY,visa_free_access
8349,SD,FM,visa_free_access
8350,SD,NU,visa_free_access
8351,SD,VC,visa_free_access
8352,SD,SY,visa_free_access
8353,SD,SR,visa_free_access
8354,SD,BB,visa_free_access
8355,SD,RW,visa_free_access
8356,SD,MG,visa_free_access
8357,SD,GH,visa_free_access
8358,SD,KE,visa_free_access
8359,SD,LK,electronic_travel_authorisation
8360,SD,SC,electronic_travel_authorisation
8361,SD,KN,electronic_travel_authorisation
8362,VC,AF,visa_required
8363,VC,DZ,visa_required
8364,VC,BT,visa_required
8365,VC,BN,visa_required
8366,VC,CA,visa_required
8367,VC,CF,visa_required
8368,VC,TD,visa_required
8369,VC,CN,visa_required
8370,VC,CG,visa_required
8371,VC,CI,visa_required
8372,VC,ER,visa_required
8373,VC,FK,visa_required
8374,VC,GU,visa_required
8375,VC,IQ,visa_required
8376,VC,JP,visa_required
8377,VC,LB,visa_required
8378,VC,LY,visa_required
8379,VC,MK,visa_required
8380,VC,ML,visa_required
8381,VC,MX,visa_required
8382,VC,MN,visa_required
8383,VC,MA,visa_required
8384,VC,MM,visa_required
8385,VC,NA,visa_required
8386,VC,NR,visa_required
8387,VC,NZ,visa_required
8388,VC,NE,visa_required
8389,VC,KP,visa_required
8390,VC,MP,visa_required
8391,VC,PG,visa_required
8392,VC,PY,visa_required
8393,VC,PR,visa_required
8394,VC,AS,visa_required
8395,VC,SA,visa_required
8396,VC,SS,visa_required
8397,VC,SD,visa_required
8398,VC,SZ,visa_required
8399,VC,TN,visa_required
8400,VC,TM,visa_required
8401,VC,US,visa_required
8402,VC,VI,visa_required
8403,VC,YE,visa_required
8404,VC,AU,visa_required
8405,VC,KW,visa_required
8406,VC,AZ,visa_online
8407,VC,BH,visa_online
8408,VC,BJ,visa_online
8409,VC,ET,visa_online
8410,VC,GA,visa_online
8411,VC,IN,visa_online
8412,VC,KG,visa_online
8413,VC,OM,visa_online
8414,VC,PK,visa_online
8415,VC,QA,visa_online
8416,VC,ST,visa_online
8417,VC,AL,visa_online
8418,VC,VN,visa_online
8419,VC,GN,visa_online
8420,VC,KZ,visa_online
8421,VC,CM,visa_online
8422,VC,GQ,visa_online
8423,VC,TG,visa_online
8424,VC,SY,visa_online
8425,VC,TH,visa_online
8426,VC,ID,visa_online
8427,VC,BF,visa_online
8428,VC,MR,visa_online
8429,VC,CD,visa_online
8430,VC,NG,visa_online
8431,VC,LR,visa_online
8432,VC,AM,visa_on_arrival
8433,VC,BD,visa_on_arrival
8434,VC,BO,visa_on_arrival
8435,VC,BI,visa_on_arrival
8436,VC,KH,visa_on_arrival
8437,VC,CV,visa_on_arrival
8438,VC,KM,visa_on_arrival
8439,VC,GW,visa_on_arrival
8440,VC,IR,visa_on_arrival
8441,VC,JO,visa_on_arrival
8442,VC,LA,visa_on_arrival
8443,VC,MO,visa_on_arrival
8444,VC,MV,visa_on_arrival
8445,VC,MH,visa_on_arrival
8446,VC,MZ,visa_on_arrival
8447,VC,NP,visa_on_arrival
8448,VC,PW,visa_on_arrival
8449,VC,WS,visa_on_arrival
8450,VC,SL,visa_on_arrival
8451,VC,SB,visa_on_arrival
8452,VC,SO,visa_on_arrival
8453,VC,SH,visa_on_arrival
8454,VC,TL,visa_on_arrival
8455,VC,TO,visa_on_arrival
8456,VC,TV,visa_on_arrival
8457,VC,DJ,visa_on_arrival
8458,VC,TR,visa_on_arrival
8459,VC,EG,visa_on_arrival
8460,VC,AD,visa_free_access
8461,VC,AI,visa_free_access
8462,VC,AG,visa_free_access
8463,VC,AR,visa_free_access
8464,VC,AW,visa_free_access
8465,VC,AT,visa_free_access
8466,VC,BS,visa_free_access
8467,VC,BB,visa_free_access
8468,VC,BY,visa_free_access
8469,VC,BE,visa_free_access
8470,VC,BZ,visa_free_access
8471,VC,BM,visa_free_access
8472,VC,BQ,visa_free_access
8473,VC,BA,visa_free_access
8474,VC,BW,visa_free_access
8475,VC,BR,visa_free_access
8476,VC,BG,visa_free_access
8477,VC,KY,visa_free_access
8478,VC,CL,visa_free_access
8479,VC,CO,visa_free_access
8480,VC,CK,visa_free_access
8481,VC,CR,visa_free_access
8482,VC,HR,visa_free_access
8483,VC,CU,visa_free_access
8484,VC,CW,visa_free_access
8485,VC,CY,visa_free_access
8486,VC,CZ,visa_free_access
8487,VC,DK,visa_free_access
8488,VC,DM,visa_free_access
8489,VC,DO,visa_free_access
8490,VC,EC,visa_free_access
8491,VC,SV,visa_free_access
8492,VC,EE,visa_free_access
8493,VC,FO,visa_free_access
8494,VC,FJ,visa_free_access
8495,VC,FI,visa_free_access
8496,VC,FR,visa_free_access
8497,VC,GF,visa_free_access
8498,VC,PF,visa_free_access
8499,VC,FW,visa_free_access
8500,VC,GM,visa_free_access
8501,VC,GE,visa_free_access
8502,VC,DE,visa_free_access
8503,VC,GI,visa_free_access
8504,VC,GR,visa_free_access
8505,VC,GL,visa_free_access
8506,VC,GD,visa_free_access
8507,VC,GT,visa_free_access
8508,VC,GY,visa_free_access
8509,VC,HT,visa_free_access
8510,VC,HN,visa_free_access
8511,VC,HK,visa_free_access
8512,VC,HU,visa_free_access
8513,VC,IS,visa_free_access
8514,VC,IE,visa_free_access
8515,VC,IT,visa_free_access
8516,VC,JM,visa_free_access
8517,VC,KE,visa_free_access
8518,VC,KI,visa_free_access
8519,VC,XK,visa_free_access
8520,VC,LV,visa_free_access
8521,VC,LS,visa_free_access
8522,VC,LI,visa_free_access
8523,VC,LT,visa_free_access
8524,VC,LU,visa_free_access
8525,VC,MW,visa_free_access
8526,VC,MY,visa_free_access
8527,VC,MT,visa_free_access
8528,VC,MU,visa_free_access
8529,VC,YT,visa_free_access
8530,VC,FM,visa_free_access
8531,VC,MD,visa_free_access
8532,VC,MC,visa_free_access
8533,VC,ME,visa_free_access
8534,VC,MS,visa_free_access
8535,VC,NL,visa_free_access
8536,VC,NC,visa_free_access
8537,VC,NI,visa_free_access
8538,VC,NU,visa_free_access
8539,VC,NO,visa_free_access
8540,VC,PS,visa_free_access
8541,VC,PA,visa_free_access
8542,VC,PE,visa_free_access
8543,VC,PH,visa_free_access
8544,VC,PL,visa_free_access
8545,VC,PT,visa_free_access
8546,VC,RE,visa_free_access
8547,VC,RO,visa_free_access
8548,VC,SM,visa_free_access
8549,VC,SN,visa_free_access
8550,VC,RS,visa_free_access
8551,VC,SG,visa_free_access
8552,VC,SK,visa_free_access
8553,VC,SI,visa_free_access
8554,VC,ZA,visa_free_access
8555,VC,ES,visa_free_access
8556,VC,KN,visa_free_access
8557,VC,LC,visa_free_access
8558,VC,MF,visa_free_access
8559,VC,SR,visa_free_access
8560,VC,SE,visa_free_access
8561,VC,CH,visa_free_access
8562,VC,TW,visa_free_access
8563,VC,TZ,visa_free_access
8564,VC,TT,visa_free_access
8565,VC,TC,visa_free_access
8566,VC,UG,visa_free_access
8567,VC,AE,visa_free_access
8568,VC,UY,visa_free_access
8569,VC,UZ,visa_free_access
8570,VC,VU,visa_free_access
8571,VC,VA,visa_free_access
8572,VC,VE,visa_free_access
8573,VC,VG,visa_free_access
8574,VC,ZM,visa_free_access
8575,VC,ZW,visa_free_access
8576,VC,GH,visa_free_access
8577,VC,UA,visa_free_access
8578,VC,RW,visa_free_access
8579,VC,MG,visa_free_access
8580,VC,AO,visa_free_access
8581,VC,TJ,visa_free_access
8582,VC,LK,electronic_travel_authorisation
8583,VC,KR,electronic_travel_authorisation
8584,VC,GB,electronic_travel_authorisation
8585,VC,SC,electronic_travel_authorisation
8586,VC,IL,electronic_travel_authorisation
8587,VC,RU,electronic_travel_authorisation
8588,LC,AF,visa_required
8589,LC,DZ,visa_required
8590,LC,BY,visa_required
8591,LC,BT,visa_required
8592,LC,BN,visa_required
8593,LC,CA,visa_required
8594,LC,CF,visa_required
8595,LC,TD,visa_required
8596,LC,CN,visa_required
8597,LC,CG,visa_required
8598,LC,CI,visa_required
8599,LC,ER,visa_required
8600,LC,FK,visa_required
8601,LC,GH,visa_required
8602,LC,GU,visa_required
8603,LC,IQ,visa_required
8604,LC,JP,visa_required
8605,LC,LB,visa_required
8606,LC,LY,visa_required
8607,LC,MK,visa_required
8608,LC,ML,visa_required
8609,LC,MH,visa_required
8610,LC,MX,visa_required
8611,LC,MN,visa_required
8612,LC,MA,visa_required
8613,LC,MM,visa_required
8614,LC,NA,visa_required
8615,LC,NR,visa_required
8616,LC,NZ,visa_required
8617,LC,NE,visa_required
8618,LC,KP,visa_required
8619,LC,MP,visa_required
8620,LC,PG,visa_required
8621,LC,PY,visa_required
8622,LC,PR,visa_required
8623,LC,AS,visa_required
8624,LC,SA,visa_required
8625,LC,RS,visa_required
8626,LC,ZA,visa_required
8627,LC,SS,visa_required
8628,LC,SD,visa_required
8629,LC,TM,visa_required
8630,LC,US,visa_required
8631,LC,UY,visa_required
8632,LC,VI,visa_required
8633,LC,YE,visa_required
8634,LC,AU,visa_required
8635,LC,KW,visa_required
8636,LC,AZ,visa_online
8637,LC,BH,visa_online
8638,LC,BJ,visa_online
8639,LC,ET,visa_online
8640,LC,GA,visa_online
8641,LC,GE,visa_online
8642,LC,IN,visa_online
8643,LC,KG,visa_online
8644,LC,OM,visa_online
8645,LC,QA,visa_online
8646,LC,ST,visa_online
8647,LC,UA,visa_online
8648,LC,AE,visa_online
8649,LC,UG,visa_online
8650,LC,AL,visa_online
8651,LC,VN,visa_online
8652,LC,GN,visa_online
8653,LC,KZ,visa_online
8654,LC,CM,visa_online
8655,LC,AM,visa_online
8656,LC,GQ,visa_online
8657,LC,TG,visa_online
8658,LC,SY,visa_online
8659,LC,TH,visa_online
8660,LC,ID,visa_online
8661,LC,RU,visa_online
8662,LC,PK,visa_online
8663,LC,BF,visa_online
8664,LC,MR,visa_online
8665,LC,CD,visa_online
8666,LC,NG,visa_online
8667,LC,LR,visa_online
8668,LC,BD,visa_on_arrival
8669,LC,BO,visa_on_arrival
8670,LC,BI,visa_on_arrival
8671,LC,KH,visa_on_arrival
8672,LC,CV,visa_on_arrival
8673,LC,KM,visa_on_arrival
8674,LC,EG,visa_on_arrival
8675,LC,GW,visa_on_arrival
8676,LC,IR,visa_on_arrival
8677,LC,JO,visa_on_arrival
8678,LC,LA,visa_on_arrival
8679,LC,MO,visa_on_arrival
8680,LC,MV,visa_on_arrival
8681,LC,MZ,visa_on_arrival
8682,LC,NP,visa_on_arrival
8683,LC,PW,visa_on_arrival
8684,LC,WS,visa_on_arrival
8685,LC,SL,visa_on_arrival
8686,LC,SB,visa_on_arrival
8687,LC,SO,visa_on_arrival
8688,LC,SH,visa_on_arrival
8689,LC,TL,visa_on_arrival
8690,LC,TO,visa_on_arrival
8691,LC,TV,visa_on_arrival
8692,LC,DJ,visa_on_arrival
8693,LC,TR,visa_on_arrival
8694,LC,AD,visa_free_access
8695,LC,AI,visa_free_access
8696,LC,AG,visa_free_access
8697,LC,AR,visa_free_access
8698,LC,AW,visa_free_access
8699,LC,AT,visa_free_access
8700,LC,BS,visa_free_access
8701,LC,BB,visa_free_access
8702,LC,BE,visa_free_access
8703,LC,BZ,visa_free_access
8704,LC,BM,visa_free_access
8705,LC,BQ,visa_free_access
8706,LC,BA,visa_free_access
8707,LC,BW,visa_free_access
8708,LC,BG,visa_free_access
8709,LC,KY,visa_free_access
8710,LC,CL,visa_free_access
8711,LC,CO,visa_free_access
8712,LC,CK,visa_free_access
8713,LC,CR,visa_free_access
8714,LC,HR,visa_free_access
8715,LC,CU,visa_free_access
8716,LC,CW,visa_free_access
8717,LC,CY,visa_free_access
8718,LC,CZ,visa_free_access
8719,LC,DK,visa_free_access
8720,LC,DM,visa_free_access
8721,LC,DO,visa_free_access
8722,LC,EC,visa_free_access
8723,LC,SV,visa_free_access
8724,LC,EE,visa_free_access
8725,LC,FO,visa_free_access
8726,LC,FJ,visa_free_access
8727,LC,FI,visa_free_access
8728,LC,FR,visa_free_access
8729,LC,GF,visa_free_access
8730,LC,PF,visa_free_access
8731,LC,FW,visa_free_access
8732,LC,GM,visa_free_access
8733,LC,DE,visa_free_access
8734,LC,GI,visa_free_access
8735,LC,GR,visa_free_access
8736,LC,GL,visa_free_access
8737,LC,GD,visa_free_access
8738,LC,GT,visa_free_access
8739,LC,GY,visa_free_access
8740,LC,HT,visa_free_access
8741,LC,HN,visa_free_access
8742,LC,HK,visa_free_access
8743,LC,HU,visa_free_access
8744,LC,IS,visa_free_access
8745,LC,IE,visa_free_access
8746,LC,IT,visa_free_access
8747,LC,JM,visa_free_access
8748,LC,KE,visa_free_access
8749,LC,KI,visa_free_access
8750,LC,XK,visa_free_access
8751,LC,LV,visa_free_access
8752,LC,LS,visa_free_access
8753,LC,LI,visa_free_access
8754,LC,LT,visa_free_access
8755,LC,LU,visa_free_access
8756,LC,MW,visa_free_access
8757,LC,MY,visa_free_access
8758,LC,MT,visa_free_access
8759,LC,MU,visa_free_access
8760,LC,YT,visa_free_access
8761,LC,FM,visa_free_access
8762,LC,MD,visa_free_access
8763,LC,MC,visa_free_access
8764,LC,ME,visa_free_access
8765,LC,MS,visa_free_access
8766,LC,NL,visa_free_access
8767,LC,NC,visa_free_access
8768,LC,NI,visa_free_access
8769,LC,NU,visa_free_access
8770,LC,NO,visa_free_access
8771,LC,PS,visa_free_access
8772,LC,PA,visa_free_access
8773,LC,PE,visa_free_access
8774,LC,PH,visa_free_access
8775,LC,PL,visa_free_access
8776,LC,PT,visa_free_access
8777,LC,RE,visa_free_access
8778,LC,RO,visa_free_access
8779,LC,SM,visa_free_access
8780,LC,SN,visa_free_access
8781,LC,SG,visa_free_access
8782,LC,SK,visa_free_access
8783,LC,SI,visa_free_access
8784,LC,ES,visa_free_access
8785,LC,KN,visa_free_access
8786,LC,MF,visa_free_access
8787,LC,VC,visa_free_access
8788,LC,SR,visa_free_access
8789,LC,SZ,visa_free_access
8790,LC,SE,visa_free_access
8791,LC,CH,visa_free_access
8792,LC,TW,visa_free_access
8793,LC,TZ,visa_free_access
8794,LC,TT,visa_free_access
8795,LC,TN,visa_free_access
8796,LC,TC,visa_free_access
8797,LC,UZ,visa_free_access
8798,LC,VU,visa_free_access
8799,LC,VA,visa_free_access
8800,LC,VE,visa_free_access
8801,LC,VG,visa_free_access
8802,LC,ZM,visa_free_access
8803,LC,ZW,visa_free_access
8804,LC,RW,visa_free_access
8805,LC,MG,visa_free_access
8806,LC,AO,visa_free_access
8807,LC,TJ,visa_free_access
8808,LC,BR,visa_free_access
8809,LC,LK,electronic_travel_authorisation
8810,LC,KR,electronic_travel_authorisation
8811,LC,GB,electronic_travel_authorisation
8812,LC,SC,electronic_travel_authorisation
8813,LC,IL,electronic_travel_authorisation
8814,KN,AF,visa_required
8815,KN,DZ,visa_required
8816,KN,BT,visa_required
8817,KN,BN,visa_required
8818,KN,CA,visa_required
8819,KN,CF,visa_required
8820,KN,TD,visa_required
8821,KN,CN,visa_required
8822,KN,CG,visa_required
8823,KN,CI,visa_required
8824,KN,EG,visa_required
8825,KN,ER,visa_required
8826,KN,FK,visa_required
8827,KN,GH,visa_required
8828,KN,GU,visa_required
8829,KN,IQ,visa_required
8830,KN,JP,visa_required
8831,KN,LY,visa_required
8832,KN,ML,visa_required
8833,KN,MX,visa_required
8834,KN,MN,visa_required
8835,KN,MA,visa_required
8836,KN,MM,visa_required
8837,KN,NA,visa_required
8838,KN,NR,visa_required
8839,KN,NZ,visa_required
8840,KN,NE,visa_required
8841,KN,KP,visa_required
8842,KN,MP,visa_required
8843,KN,PG,visa_required
8844,KN,PY,visa_required
8845,KN,PR,visa_required
8846,KN,AS,visa_required
8847,KN,ZA,visa_required
8848,KN,SS,visa_required
8849,KN,SD,visa_required
8850,KN,TM,visa_required
8851,KN,US,visa_required
8852,KN,VI,visa_required
8853,KN,YE,visa_required
8854,KN,AU,visa_required
8855,KN,KW,visa_required
8856,KN,TR,visa_required
8857,KN,AZ,visa_online
8858,KN,BH,visa_online
8859,KN,BJ,visa_online
8860,KN,ET,visa_online
8861,KN,GA,visa_online
8862,KN,IN,visa_online
8863,KN,KG,visa_online
8864,KN,OM,visa_online
8865,KN,QA,visa_online
8866,KN,ST,visa_online
8867,KN,AE,visa_online
8868,KN,UG,visa_online
8869,KN,VN,visa_online
8870,KN,GN,visa_online
8871,KN,KZ,visa_online
8872,KN,GE,visa_online
8873,KN,CM,visa_online
8874,KN,AM,visa_online
8875,KN,GQ,visa_online
8876,KN,TG,visa_online
8877,KN,SY,visa_online
8878,KN,TH,visa_online
8879,KN,ID,visa_online
8880,KN,PK,visa_online
8881,KN,BF,visa_online
8882,KN,MR,visa_online
8883,KN,CD,visa_online
8884,KN,NG,visa_online
8885,KN,LR,visa_online
8886,KN,BO,visa_on_arrival
8887,KN,BI,visa_on_arrival
8888,KN,KH,visa_on_arrival
8889,KN,CV,visa_on_arrival
8890,KN,KM,visa_on_arrival
8891,KN,GW,visa_on_arrival
8892,KN,IR,visa_on_arrival
8893,KN,JO,visa_on_arrival
8894,KN,LA,visa_on_arrival
8895,KN,LB,visa_on_arrival
8896,KN,MO,visa_on_arrival
8897,KN,MV,visa_on_arrival
8898,KN,MZ,visa_on_arrival
8899,KN,NP,visa_on_arrival
8900,KN,PW,visa_on_arrival
8901,KN,WS,visa_on_arrival
8902,KN,SL,visa_on_arrival
8903,KN,SB,visa_on_arrival
8904,KN,SO,visa_on_arrival
8905,KN,SH,visa_on_arrival
8906,KN,TL,visa_on_arrival
8907,KN,TO,visa_on_arrival
8908,KN,TV,visa_on_arrival
8909,KN,DJ,visa_on_arrival
8910,KN,SA,visa_on_arrival
8911,KN,MH,visa_on_arrival
8912,KN,BY,visa_free_access
8913,KN,AL,visa_free_access
8914,KN,AD,visa_free_access
8915,KN,AI,visa_free_access
8916,KN,AG,visa_free_access
8917,KN,AR,visa_free_access
8918,KN,AW,visa_free_access
8919,KN,AT,visa_free_access
8920,KN,BS,visa_free_access
8921,KN,BD,visa_free_access
8922,KN,BB,visa_free_access
8923,KN,BE,visa_free_access
8924,KN,BZ,visa_free_access
8925,KN,BM,visa_free_access
8926,KN,BQ,visa_free_access
8927,KN,BA,visa_free_access
8928,KN,BW,visa_free_access
8929,KN,BR,visa_free_access
8930,KN,BG,visa_free_access
8931,KN,KY,visa_free_access
8932,KN,CL,visa_free_access
8933,KN,CO,visa_free_access
8934,KN,CK,visa_free_access
8935,KN,CR,visa_free_access
8936,KN,HR,visa_free_access
8937,KN,CU,visa_free_access
8938,KN,CW,visa_free_access
8939,KN,CY,visa_free_access
8940,KN,CZ,visa_free_access
8941,KN,DK,visa_free_access
8942,KN,DM,visa_free_access
8943,KN,DO,visa_free_access
8944,KN,EC,visa_free_access
8945,KN,SV,visa_free_access
8946,KN,EE,visa_free_access
8947,KN,FO,visa_free_access
8948,KN,FJ,visa_free_access
8949,KN,FI,visa_free_access
8950,KN,FR,visa_free_access
8951,KN,GF,visa_free_access
8952,KN,PF,visa_free_access
8953,KN,FW,visa_free_access
8954,KN,GM,visa_free_access
8955,KN,DE,visa_free_access
8956,KN,GI,visa_free_access
8957,KN,GR,visa_free_access
8958,KN,GL,visa_free_access
8959,KN,GD,visa_free_access
8960,KN,GT,visa_free_access
8961,KN,GY,visa_free_access
8962,KN,HT,visa_free_access
8963,KN,HN,visa_free_access
8964,KN,HK,visa_free_access
8965,KN,HU,visa_free_access
8966,KN,IS,visa_free_access
8967,KN,IE,visa_free_access
8968,KN,IT,visa_free_access
8969,KN,JM,visa_free_access
8970,KN,KE,visa_free_access
8971,KN,KI,visa_free_access
8972,KN,XK,visa_free_access
8973,KN,LV,visa_free_access
8974,KN,LS,visa_free_access
8975,KN,LI,visa_free_access
8976,KN,LT,visa_free_access
8977,KN,LU,visa_free_access
8978,KN,MK,visa_free_access
8979,KN,MW,visa_free_access
8980,KN,MY,visa_free_access
8981,KN,MT,visa_free_access
8982,KN,MU,visa_free_access
8983,KN,YT,visa_free_access
8984,KN,FM,visa_free_access
8985,KN,MD,visa_free_access
8986,KN,MC,visa_free_access
8987,KN,ME,visa_free_access
8988,KN,MS,visa_free_access
8989,KN,NL,visa_free_access
8990,KN,NC,visa_free_access
8991,KN,NI,visa_free_access
8992,KN,NU,visa_free_access
8993,KN,NO,visa_free_access
8994,KN,PS,visa_free_access
8995,KN,PA,visa_free_access
8996,KN,PE,visa_free_access
8997,KN,PH,visa_free_access
8998,KN,PL,visa_free_access
8999,KN,PT,visa_free_access
9000,KN,RE,visa_free_access
9001,KN,RO,visa_free_access
9002,KN,RW,visa_free_access
9003,KN,SM,visa_free_access
9004,KN,SN,visa_free_access
9005,KN,RS,visa_free_access
9006,KN,SG,visa_free_access
9007,KN,SK,visa_free_access
9008,KN,SI,visa_free_access
9009,KN,ES,visa_free_access
9010,KN,LC,visa_free_access
9011,KN,MF,visa_free_access
9012,KN,VC,visa_free_access
9013,KN,SR,visa_free_access
9014,KN,SZ,visa_free_access
9015,KN,SE,visa_free_access
9016,KN,CH,visa_free_access
9017,KN,TW,visa_free_access
9018,KN,TZ,visa_free_access
9019,KN,TT,visa_free_access
9020,KN,TN,visa_free_access
9021,KN,TC,visa_free_access
9022,KN,UA,visa_free_access
9023,KN,UY,visa_free_access
9024,KN,UZ,visa_free_access
9025,KN,VU,visa_free_access
9026,KN,VA,visa_free_access
9027,KN,VE,visa_free_access
9028,KN,VG,visa_free_access
9029,KN,ZM,visa_free_access
9030,KN,ZW,visa_free_access
9031,KN,MG,visa_free_access
9032,KN,AO,visa_free_access
9033,KN,TJ,visa_free_access
9034,KN,LK,electronic_travel_authorisation
9035,KN,KR,electronic_travel_authorisation
9036,KN,GB,electronic_travel_authorisation
9037,KN,SC,electronic_travel_authorisation
9038,KN,IL,electronic_travel_authorisation
9039,KN,RU,electronic_travel_authorisation
9040,LK,AF,visa_required
9041,LK,DZ,visa_required
9042,LK,AD,visa_required
9043,LK,AO,visa_required
9044,LK,AI,visa_required
9045,LK,AR,visa_required
9046,LK,AM,visa_required
9047,LK,AW,visa_required
9048,LK,AT,visa_required
9049,LK,BD,visa_required
9050,LK,BY,visa_required
9051,LK,BE,visa_required
9052,LK,BZ,visa_required
9053,LK,BM,visa_required
9054,LK,BT,visa_required
9055,LK,BQ,visa_required
9056,LK,BA,visa_required
9057,LK,BR,visa_required
9058,LK,BN,visa_required
9059,LK,BG,visa_required
9060,LK,CA,visa_required
9061,LK,KY,visa_required
9062,LK,CF,visa_required
9063,LK,TD,visa_required
9064,LK,CL,visa_required
9065,LK,CN,visa_required
9066,LK,CG,visa_required
9067,LK,CR,visa_required
9068,LK,CI,visa_required
9069,LK,HR,visa_required
9070,LK,CW,visa_required
9071,LK,CY,visa_required
9072,LK,CZ,visa_required
9073,LK,DK,visa_required
9074,LK,DO,visa_required
9075,LK,EC,visa_required
9076,LK,EG,visa_required
9077,LK,SV,visa_required
9078,LK,ER,visa_required
9079,LK,EE,visa_required
9080,LK,FK,visa_required
9081,LK,FO,visa_required
9082,LK,FJ,visa_required
9083,LK,FI,visa_required
9084,LK,FR,visa_required
9085,LK,GF,visa_required
9086,LK,PF,visa_required
9087,LK,FW,visa_required
9088,LK,DE,visa_required
9089,LK,GH,visa_required
9090,LK,GI,visa_required
9091,LK,GR,visa_required
9092,LK,GL,visa_required
9093,LK,GU,visa_required
9094,LK,GT,visa_required
9095,LK,GY,visa_required
9096,LK,HN,visa_required
9097,LK,HK,visa_required
9098,LK,HU,visa_required
9099,LK,IS,visa_required
9100,LK,IQ,visa_required
9101,LK,IE,visa_required
9102,LK,IL,visa_required
9103,LK,IT,visa_required
9104,LK,JM,visa_required
9105,LK,JP,visa_required
9106,LK,JO,visa_required
9107,LK,XK,visa_required
9108,LK,LV,visa_required
9109,LK,LB,visa_required
9110,LK,LY,visa_required
9111,LK,LI,visa_required
9112,LK,LT,visa_required
9113,LK,LU,visa_required
9114,LK,MO,visa_required
9115,LK,MK,visa_required
9116,LK,ML,visa_required
9117,LK,MT,visa_required
9118,LK,MH,visa_required
9119,LK,YT,visa_required
9120,LK,MX,visa_required
9121,LK,MC,visa_required
9122,LK,MN,visa_required
9123,LK,ME,visa_required
9124,LK,MA,visa_required
9125,LK,NA,visa_required
9126,LK,NR,visa_required
9127,LK,NL,visa_required
9128,LK,NC,visa_required
